onset	duration	#	type	cat	block	trial	p2ans	p3ans	ansType	resp	conf	acc	rt
n/a	n/a	68	new	scene	0	0	0	1	NEW	2	new-	1	2.11
n/a	n/a	69	new	scene	0	0	0	1	NEW	2	new-	1	3.43
n/a	n/a	70	stay	scene	3	17	-1	-1	OLD	2	new-	0	2.33
n/a	n/a	71	new	scene	0	0	0	1	NEW	2	new-	1	1.32
n/a	n/a	72	new	scene	0	0	0	1	NEW	-3	OLD+	0	5.16
n/a	n/a	73	switch	scene	4	3	-1	-1	OLD	-3	OLD+	1	1.67
n/a	n/a	74	new	scene	0	0	0	1	NEW	2	new-	1	1.81
n/a	n/a	75	stay	scene	4	10	-1	-1	OLD	-2	old-	1	2.96
n/a	n/a	76	new	scene	0	0	0	1	NEW	2	new-	1	2.21
n/a	n/a	77	stay	scene	5	6	-1	-1	OLD	-3	OLD+	1	3.48
n/a	n/a	78	switch	scene	2	6	1	-1	OLD	2	new-	0	2.23
n/a	n/a	79	switch	scene	3	7	1	-1	OLD	2	new-	0	6.02
n/a	n/a	80	new	scene	0	0	0	1	NEW	-2	old-	0	3.09
n/a	n/a	81	stay	scene	6	18	-1	-1	OLD	-3	OLD+	1	1.43
n/a	n/a	82	stay	scene	3	3	-1	-1	OLD	-2	old-	1	7.87
n/a	n/a	83	new	scene	0	0	0	1	NEW	2	new-	1	2.18
n/a	n/a	84	new	scene	0	0	0	1	NEW	2	new-	1	2
n/a	n/a	85	new	scene	0	0	0	1	NEW	-2	old-	0	1.92
n/a	n/a	86	switch	scene	4	11	1	-1	OLD	2	new-	0	1.8
n/a	n/a	87	new	scene	0	0	0	1	NEW	2	new-	1	4.47
n/a	n/a	88	new	scene	0	0	0	1	NEW	2	new-	1	1.33
n/a	n/a	89	new	scene	0	0	0	1	NEW	3	NEW+	1	2.37
n/a	n/a	90	switch	scene	3	5	-1	-1	OLD	-3	OLD+	1	1.47
n/a	n/a	91	new	scene	0	0	0	1	NEW	2	new-	1	3.99
n/a	n/a	92	switch	scene	5	15	1	-1	OLD	-3	OLD+	1	1.39
n/a	n/a	93	new	scene	0	0	0	1	NEW	-2	old-	0	3.25
n/a	n/a	94	new	scene	0	0	0	1	NEW	3	NEW+	1	1.35
n/a	n/a	95	switch	scene	2	7	-1	-1	OLD	2	new-	0	2.14
n/a	n/a	96	new	scene	0	0	0	1	NEW	-2	old-	0	1.82
n/a	n/a	97	new	scene	0	0	0	1	NEW	-2	old-	0	3.47
n/a	n/a	98	new	scene	0	0	0	1	NEW	2	new-	1	1.54
n/a	n/a	99	stay	scene	5	7	-1	-1	OLD	2	new-	0	1.8
n/a	n/a	100	switch	scene	2	17	-1	-1	OLD	-2	old-	1	1.61
n/a	n/a	101	new	scene	0	0	0	1	NEW	2	new-	1	2.83
n/a	n/a	102	stay	scene	1	11	-1	-1	OLD	-2	old-	1	7.84
n/a	n/a	103	switch	scene	1	13	1	-1	OLD	-3	OLD+	1	1.4
n/a	n/a	104	switch	scene	6	3	1	-1	OLD	-3	OLD+	1	2.48
n/a	n/a	105	new	scene	0	0	0	1	NEW	-3	OLD+	0	1.07
n/a	n/a	106	new	scene	0	0	0	1	NEW	-3	OLD+	0	1.2
n/a	n/a	107	switch	scene	1	1	-1	-1	OLD	2	new-	0	1.63
n/a	n/a	108	new	scene	0	0	0	1	NEW	2	new-	1	1.33
n/a	n/a	109	switch	scene	1	2	-1	-1	OLD	-2	old-	1	1.39
n/a	n/a	110	stay	scene	3	9	-1	-1	OLD	-2	old-	1	3.1
n/a	n/a	111	new	scene	0	0	0	1	NEW	2	new-	1	2.45
n/a	n/a	112	new	scene	0	0	0	1	NEW	-2	old-	0	2.63
n/a	n/a	113	new	scene	0	0	0	1	NEW	-2	old-	0	2.13
n/a	n/a	114	stay	scene	4	18	-1	-1	OLD	-2	old-	1	14.21
n/a	n/a	115	new	scene	0	0	0	1	NEW	2	new-	1	1.64
n/a	n/a	116	new	scene	0	0	0	1	NEW	2	new-	1	3.25
n/a	n/a	117	new	scene	0	0	0	1	NEW	3	NEW+	1	2.97
n/a	n/a	118	stay	scene	2	11	-1	-1	OLD	2	new-	0	3.31
n/a	n/a	119	new	scene	0	0	0	1	NEW	-2	old-	0	2.06
n/a	n/a	120	new	scene	0	0	0	1	NEW	3	NEW+	1	1.7
n/a	n/a	121	stay	scene	1	15	-1	-1	OLD	2	new-	0	9.28
n/a	n/a	122	stay	scene	2	15	-1	-1	OLD	2	new-	0	1.92
n/a	n/a	123	new	scene	0	0	0	1	NEW	3	NEW+	1	2.68
n/a	n/a	124	new	scene	0	0	0	1	NEW	-2	old-	0	1.48
n/a	n/a	125	stay	scene	4	4	-1	-1	OLD	-3	OLD+	1	1.33
n/a	n/a	126	stay	scene	2	13	-1	-1	OLD	-2	old-	1	1.64
n/a	n/a	127	stay	scene	3	4	-1	-1	OLD	2	new-	0	1.4
n/a	n/a	128	new	scene	0	0	0	1	NEW	2	new-	1	1.73
n/a	n/a	129	switch	scene	4	15	-1	-1	OLD	-2	old-	1	1.75
n/a	n/a	130	stay	scene	5	3	-1	-1	OLD	2	new-	0	2.2
n/a	n/a	131	stay	scene	5	4	-1	-1	OLD	-2	old-	1	2.86
n/a	n/a	132	switch	scene	5	17	1	-1	OLD	2	new-	0	1.37
n/a	n/a	133	new	scene	0	0	0	1	NEW	2	new-	1	1.28
n/a	n/a	134	switch	scene	5	2	-1	-1	OLD	-3	OLD+	1	1.02
n/a	n/a	135	stay	scene	1	4	-1	-1	OLD	3	NEW+	0	3.68
n/a	n/a	136	stay	scene	5	5	-1	-1	OLD	2	new-	0	1.24
n/a	n/a	137	new	scene	0	0	0	1	NEW	-2	old-	0	1.43
n/a	n/a	138	new	scene	0	0	0	1	NEW	-2	old-	0	1.58
n/a	n/a	139	new	scene	0	0	0	1	NEW	2	new-	1	1.42
n/a	n/a	140	new	scene	0	0	0	1	NEW	2	new-	1	2.51
n/a	n/a	141	switch	scene	5	14	-1	-1	OLD	-3	OLD+	1	1.92
n/a	n/a	142	switch	scene	4	13	1	-1	OLD	-3	OLD+	1	1.64
n/a	n/a	143	stay	scene	6	11	-1	-1	OLD	-3	OLD+	1	1.57
n/a	n/a	144	stay	scene	3	2	-1	-1	OLD	-3	OLD+	1	1.14
