onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	20	5	1	0	stay	scene	bottom	1	1	1	0.416	6
40	28	5	2	0	switch	scene	bottom	1	1	1	0.406	5
68	20	5	3	0	stay	scene	top	-1	-1	1	0.646	-1
88	20	5	4	0	stay	scene	top	1	1	1	0.366	3
108	20	5	5	0	stay	scene	bottom	1	1	1	0.271	3
128	20	5	6	0	stay	scene	bottom	-1	-1	1	0.717	-1
148	20	5	7	0	stay	scene	top	1	1	1	0.357	6
168	20	5	8	0	stay	scene	bottom	1	1	1	0.222	5
188	28	5	9	0	switch	scene	top	-1	-1	1	0.485	-1
216	28	5	10	0	switch	scene	top	-1	-1	1	0.596	-1
244	28	5	11	0	switch	scene	bottom	1	1	1	0.212	5
272	20	5	12	0	stay	scene	top	-1	-1	1	0.42	-1
292	28	5	13	0	switch	scene	bottom	1	1	1	0.428	4
320	20	5	14	0	stay	scene	bottom	-1	-1	1	0.317	-1
340	20	5	15	0	stay	scene	bottom	-1	-1	1	0.396	-1
360	28	5	16	0	switch	scene	top	-1	-1	1	0.435	-1
388	20	5	17	0	stay	scene	top	-1	-1	1	0.394	-1
408	20	5	18	0	stay	scene	top	1	-1	0	0.602	3
