onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	28	6	1	0	switch	scene	bottom	-1	-1	1	0.414	-1
48	28	6	2	0	switch	scene	bottom	-1	-1	1	0.277	-1
76	20	6	3	0	stay	scene	top	1	1	1	0.59	6
96	20	6	4	0	stay	scene	top	-1	-1	1	0.398	-1
116	20	6	5	0	stay	scene	bottom	-1	-1	1	0.343	-1
136	20	6	6	0	stay	scene	top	1	1	1	0.086	3
156	20	6	7	0	stay	scene	bottom	1	1	1	0.437	6
176	20	6	8	0	stay	scene	top	-1	-1	1	0.454	-1
196	28	6	9	0	switch	scene	top	1	1	1	0.468	6
224	20	6	10	0	stay	scene	bottom	1	1	1	0.461	6
244	20	6	11	0	stay	scene	top	1	1	1	0.372	6
264	28	6	12	0	switch	scene	bottom	-1	-1	1	0.531	-1
292	20	6	13	0	stay	scene	bottom	-1	-1	1	0.387	-1
312	28	6	14	0	switch	scene	top	1	1	1	0.354	4
340	28	6	15	0	switch	scene	top	1	1	1	0.306	4
368	20	6	16	0	stay	scene	bottom	-1	-1	1	0.458	-1
388	20	6	17	0	stay	scene	bottom	1	1	1	0.419	4
408	20	6	18	0	stay	scene	top	-1	-1	1	0.402	-1
