onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	20	1	1	0	stay	scene	top	1	1	1	0.499	6
40	28	1	2	0	switch	scene	top	-1	-1	1	0.57	-1
68	28	1	3	0	switch	scene	top	-1	-1	1	0.478	-1
96	28	1	4	0	switch	scene	top	-1	-1	1	0.584	-1
124	28	1	5	0	switch	scene	bottom	1	1	1	0.4	6
152	20	1	6	0	stay	scene	bottom	1	1	1	0.312	4
172	20	1	7	0	stay	scene	top	-1	-1	1	0.632	-1
192	20	1	8	0	stay	scene	bottom	-1	-1	1	0.449	-1
212	20	1	9	0	stay	scene	top	-1	-1	1	0.384	-1
232	28	1	10	0	switch	scene	bottom	1	-1	0	0.376	6
260	20	1	11	0	stay	scene	bottom	-1	-1	1	0.391	-1
280	20	1	12	0	stay	scene	bottom	1	1	1	0.502	6
300	20	1	13	0	stay	scene	bottom	-1	-1	1	0.399	-1
320	20	1	14	0	stay	scene	top	1	1	1	0.406	3
340	20	1	15	0	stay	scene	bottom	1	1	1	0.35	5
360	20	1	16	0	stay	scene	top	1	1	1	0.814	3
380	28	1	17	0	switch	scene	bottom	1	1	1	0.373	4
408	20	1	18	0	stay	scene	top	-1	1	0	0.533	-1
