onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	20	2	1	0	stay	scene	bottom	-1	-1	1	0.383	-1
40	28	2	2	0	switch	scene	bottom	-1	-1	1	0.399	-1
68	20	2	3	0	stay	scene	top	1	1	1	0.52	6
88	28	2	4	0	switch	scene	bottom	-1	-1	1	0.422	-1
116	20	2	5	0	stay	scene	bottom	-1	-1	1	0.542	-1
136	28	2	6	0	switch	scene	top	1	1	1	0.333	4
164	28	2	7	0	switch	scene	top	1	-1	0	0.397	4
192	20	2	8	0	stay	scene	top	-1	-1	1	0.47	-1
212	28	2	9	0	switch	scene	bottom	-1	-1	1	0.413	-1
240	20	2	10	0	stay	scene	top	-1	-1	1	0.357	-1
260	20	2	11	0	stay	scene	bottom	1	-1	0	0.477	4
280	20	2	12	0	stay	scene	bottom	1	-1	0	0.412	6
300	20	2	13	0	stay	scene	bottom	-1	-1	1	0.596	-1
320	20	2	14	0	stay	scene	top	1	1	1	0.652	6
340	20	2	15	0	stay	scene	bottom	1	1	1	0.403	6
360	28	2	16	0	switch	scene	top	1	1	1	0.466	6
388	20	2	17	0	stay	scene	top	-1	-1	1	0.555	-1
408	20	2	18	0	stay	scene	top	1	1	1	0.203	3
