onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	20	2	1	0	stay	scene	top	1	1	1	0.36	6
40	20	2	2	0	stay	scene	bottom	-1	-1	1	0.88	-1
60	20	2	3	0	stay	scene	bottom	1	1	1	0.335	4
80	28	2	4	0	switch	scene	bottom	-1	-1	1	0.319	-1
108	20	2	5	0	stay	scene	bottom	-1	-1	1	0.374	-1
128	20	2	6	0	stay	scene	top	-1	-1	1	0.366	-1
148	20	2	7	0	stay	scene	bottom	-1	-1	1	0.359	-1
168	28	2	8	0	switch	scene	top	1	1	1	0.356	6
196	20	2	9	0	stay	scene	top	-1	-1	1	0.414	-1
216	20	2	10	0	stay	scene	top	-1	-1	1	0.389	-1
236	20	2	11	0	stay	scene	bottom	1	1	1	0.302	5
256	28	2	12	0	switch	scene	bottom	-1	-1	1	0.349	-1
284	20	2	13	0	stay	scene	bottom	1	1	1	0.253	3
304	28	2	14	0	switch	scene	bottom	-1	-1	1	0.348	-1
332	20	2	15	0	stay	scene	top	1	1	1	0.412	6
352	20	2	16	0	stay	scene	top	1	1	1	0.348	3
372	28	2	17	0	switch	scene	top	1	1	1	0.322	5
400	28	2	18	0	switch	scene	top	1	1	1	0.338	3
