onset	duration	block	trial	delay	cond	answer	resp	acc	rt	rsvp
20	16	3	1	0	faces	-1	-1	1	0.448	-1
36	16	3	2	0	scenes	1	1	1	0.327	6
52	16	3	3	0	scenes	-1	-1	1	0.367	-1
68	16	3	4	0	faces	-1	-1	1	0.366	-1
84	16	3	5	0	faces	-1	-1	1	0.382	-1
100	16	3	6	0	faces	-1	-1	1	0.486	-1
116	16	3	7	0	faces	-1	-1	1	0.357	-1
132	16	3	8	0	faces	-1	-1	1	0.334	-1
148	16	3	9	0	scenes	1	1	1	0.285	3
164	16	3	10	0	scenes	-1	-1	1	0.502	-1
180	16	3	11	0	faces	1	1	1	0.244	3
196	16	3	12	0	scenes	-1	-1	1	0.292	-1
212	16	3	13	0	faces	-1	-1	1	0.251	-1
228	16	3	14	0	scenes	-1	-1	1	0.308	-1
244	16	3	15	0	scenes	-1	-1	1	0.307	-1
260	16	3	16	0	faces	1	1	1	0.315	6
276	16	3	17	0	scenes	1	1	1	0.306	6
292	16	3	18	0	scenes	-1	-1	1	0.338	-1
308	16	3	19	0	scenes	-1	-1	1	0.282	-1
324	16	3	20	0	faces	1	1	1	0.306	4
