onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	20	6	1	0	stay	scene	top	-1	-1	1	0.296	-1
40	20	6	2	0	stay	scene	bottom	-1	-1	1	0.327	-1
60	28	6	3	0	switch	scene	bottom	-1	-1	1	0.341	-1
88	20	6	4	0	stay	scene	bottom	1	1	1	0.319	3
108	20	6	5	0	stay	scene	top	-1	-1	1	0.382	-1
128	20	6	6	0	stay	scene	bottom	-1	-1	1	0.285	-1
148	28	6	7	0	switch	scene	bottom	-1	-1	1	0.35	-1
176	20	6	8	0	stay	scene	bottom	1	1	1	0.334	5
196	20	6	9	0	stay	scene	bottom	1	1	1	0.333	6
216	20	6	10	0	stay	scene	top	1	1	1	0.303	4
236	28	6	11	0	switch	scene	top	1	1	1	0.259	3
264	20	6	12	0	stay	scene	top	-1	-1	1	0.3	-1
284	20	6	13	0	stay	scene	top	1	1	1	0.34	6
304	28	6	14	0	switch	scene	top	1	1	1	0.348	5
332	28	6	15	0	switch	scene	top	1	1	1	0.315	4
360	28	6	16	0	switch	scene	bottom	-1	-1	1	0.323	-1
388	20	6	17	0	stay	scene	top	1	1	1	0.356	6
408	20	6	18	0	stay	scene	bottom	-1	-1	1	0.412	-1
