onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	20	1	1	0	stay	scene	top	1	1	1	0.489	6
40	20	1	2	0	stay	scene	bottom	-1	-1	1	0.407	-1
60	20	1	3	0	stay	scene	bottom	1	1	1	0.326	6
80	28	1	4	0	switch	scene	bottom	1	1	1	0.349	4
108	28	1	5	0	switch	scene	bottom	1	1	1	0.334	5
136	20	1	6	0	stay	scene	bottom	1	-1	0	0.406	3
156	20	1	7	0	stay	scene	top	-1	-1	1	0.358	-1
176	20	1	8	0	stay	scene	bottom	-1	-1	1	0.35	-1
196	20	1	9	0	stay	scene	top	-1	1	0	0.517	-1
216	28	1	10	0	switch	scene	top	-1	-1	1	0.388	-1
244	20	1	11	0	stay	scene	top	1	1	1	0.269	5
264	28	1	12	0	switch	scene	bottom	1	1	1	0.371	6
292	20	1	13	0	stay	scene	top	1	1	1	0.333	4
312	28	1	14	0	switch	scene	top	-1	-1	1	0.403	-1
340	20	1	15	0	stay	scene	bottom	-1	-1	1	0.324	-1
360	28	1	16	0	switch	scene	top	-1	-1	1	0.37	-1
388	20	1	17	0	stay	scene	bottom	1	1	1	0.346	4
408	20	1	18	0	stay	scene	top	-1	-1	1	0.266	-1
