onset	duration	block	trial	delay	cond	answer	resp	acc	rt	rsvp
20	16	4	1	0	scenes	-1	-1	1	0.4	-1
36	16	4	2	0	scenes	-1	-1	1	0.398	-1
52	16	4	3	0	faces	1	1	1	0.414	6
68	16	4	4	0	scenes	1	1	1	0.238	4
84	16	4	5	0	scenes	1	1	1	0.263	4
100	16	4	6	0	scenes	-1	-1	1	0.357	-1
116	16	4	7	0	scenes	-1	-1	1	0.389	-1
132	16	4	8	0	faces	-1	-1	1	0.349	-1
148	16	4	9	0	faces	-1	-1	1	0.413	-1
164	16	4	10	0	faces	1	1	1	0.348	4
180	16	4	11	0	scenes	1	1	1	0.317	3
196	16	4	12	0	scenes	-1	-1	1	0.348	-1
212	16	4	13	0	faces	1	1	1	0.316	6
228	16	4	14	0	faces	1	1	1	0.436	6
244	16	4	15	0	scenes	1	1	1	0.251	4
260	16	4	16	0	scenes	1	1	1	0.244	5
276	16	4	17	0	faces	-1	-1	1	0.33	-1
292	16	4	18	0	faces	1	1	1	0.33	6
308	16	4	19	0	faces	-1	-1	1	0.386	-1
324	16	4	20	0	faces	-1	-1	1	0.338	-1
