onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	20	4	1	0	stay	scene	top	1	1	1	0.279	3
40	20	4	2	0	stay	scene	bottom	1	1	1	0.279	4
60	20	4	3	0	stay	scene	top	-1	-1	1	0.312	-1
80	20	4	4	0	stay	scene	bottom	1	1	1	0.367	5
100	28	4	5	0	switch	scene	bottom	-1	-1	1	0.309	-1
128	20	4	6	0	stay	scene	top	-1	-1	1	0.334	-1
148	28	4	7	0	switch	scene	top	1	1	1	0.38	6
176	20	4	8	0	stay	scene	bottom	-1	-1	1	0.3	-1
196	20	4	9	0	stay	scene	bottom	-1	-1	1	0.366	-1
216	20	4	10	0	stay	scene	bottom	-1	-1	1	0.341	-1
236	20	4	11	0	stay	scene	top	-1	-1	1	0.388	-1
256	28	4	12	0	switch	scene	bottom	-1	-1	1	0.219	-1
284	28	4	13	0	switch	scene	bottom	-1	-1	1	0.259	-1
312	28	4	14	0	switch	scene	top	1	1	1	0.243	3
340	20	4	15	0	stay	scene	bottom	1	1	1	0.395	6
360	28	4	16	0	switch	scene	top	1	1	1	0.259	6
388	20	4	17	0	stay	scene	top	1	1	1	0.236	5
408	20	4	18	0	stay	scene	top	1	1	1	0.218	4
