onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	20	3	1	0	stay	scene	top	-1	-1	1	0.432	-1
40	20	3	2	0	stay	scene	bottom	-1	-1	1	0.399	-1
60	20	3	3	0	stay	scene	bottom	1	1	1	0.302	4
80	20	3	4	0	stay	scene	top	1	1	1	0.326	3
100	20	3	5	0	stay	scene	bottom	1	1	1	0.312	5
120	20	3	6	0	stay	scene	top	-1	-1	1	0.431	-1
140	20	3	7	0	stay	scene	bottom	-1	-1	1	0.325	-1
160	28	3	8	0	switch	scene	bottom	1	1	1	0.342	3
188	20	3	9	0	stay	scene	bottom	-1	-1	1	0.295	-1
208	28	3	10	0	switch	scene	top	-1	-1	1	0.276	-1
236	28	3	11	0	switch	scene	bottom	1	1	1	0.397	6
264	28	3	12	0	switch	scene	bottom	1	1	1	0.348	6
292	28	3	13	0	switch	scene	top	-1	-1	1	0.309	-1
320	28	3	14	0	switch	scene	top	-1	-1	1	0.356	-1
348	20	3	15	0	stay	scene	bottom	1	1	1	0.372	6
368	20	3	16	0	stay	scene	top	1	1	1	0.46	3
388	20	3	17	0	stay	scene	top	1	1	1	0.235	5
408	20	3	18	0	stay	scene	top	-1	-1	1	0.332	-1
