onset	duration	block	trial	delay	cond	answer	resp	acc	rt	rsvp
20	16	1	1	0	faces	1	0	0	0	4
36	16	1	2	0	scenes	1	0	0	0	3
52	16	1	3	0	scenes	-1	0	0	0	-1
68	16	1	4	0	scenes	1	0	0	0	4
84	16	1	5	0	faces	-1	0	0	0	-1
100	16	1	6	0	scenes	-1	1	0	0.747	-1
116	16	1	7	0	faces	1	0	0	0	6
132	16	1	8	0	scenes	-1	0	0	0	-1
148	16	1	9	0	scenes	1	0	0	0	6
164	16	1	10	0	faces	-1	0	0	0	-1
180	16	1	11	0	faces	1	-1	0	0.849	5
196	16	1	12	0	faces	-1	0	0	0	-1
212	16	1	13	0	scenes	-1	0	0	0	-1
228	16	1	14	0	faces	-1	1	0	0.873	-1
244	16	1	15	0	faces	1	-1	0	0.625	5
260	16	1	16	0	scenes	-1	1	0	0.872	-1
276	16	1	17	0	faces	-1	1	0	0.904	-1
292	16	1	18	0	scenes	1	0	0	0	4
308	16	1	19	0	faces	1	0	0	0	5
324	16	1	20	0	scenes	1	-1	0	0.663	5
