onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	20	3	1	0	stay	scene	bottom	1	1	1	0.487	6
40	28	3	2	0	switch	scene	top	-1	1	0	0.126	-1
68	28	3	3	0	switch	scene	bottom	1	1	1	0.15	4
96	28	3	4	0	switch	scene	top	-1	-1	1	0.366	-1
124	20	3	5	0	stay	scene	top	1	1	1	0.254	3
144	28	3	6	0	switch	scene	bottom	1	1	1	0.333	4
172	20	3	7	0	stay	scene	bottom	-1	-1	1	0.285	-1
192	20	3	8	0	stay	scene	top	1	-1	0	0.469	5
212	28	3	9	0	switch	scene	top	-1	-1	1	0.212	-1
240	20	3	10	0	stay	scene	bottom	-1	-1	1	0.277	-1
260	20	3	11	0	stay	scene	top	-1	1	0	0.309	-1
280	20	3	12	0	stay	scene	top	-1	-1	1	0.548	-1
300	20	3	13	0	stay	scene	bottom	1	1	1	0.3	6
320	28	3	14	0	switch	scene	bottom	1	1	1	0.226	3
348	20	3	15	0	stay	scene	bottom	-1	1	0	0.555	-1
368	20	3	16	0	stay	scene	top	1	1	1	0.402	6
388	20	3	17	0	stay	scene	bottom	1	1	1	0.298	6
408	20	3	18	0	stay	scene	top	-1	1	0	0.441	-1
