onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	28	6	1	0	switch	scene	bottom	-1	-1	1	0.327	-1
48	20	6	2	0	stay	scene	top	1	-1	0	0.478	4
68	20	6	3	0	stay	scene	bottom	1	1	1	0.599	3
88	20	6	4	0	stay	scene	bottom	-1	1	0	0.35	-1
108	20	6	5	0	stay	scene	top	1	-1	0	0.552	5
128	20	6	6	0	stay	scene	bottom	1	-1	0	0.167	5
148	20	6	7	0	stay	scene	bottom	-1	-1	1	0.454	-1
168	20	6	8	0	stay	scene	top	-1	-1	1	0.358	-1
188	20	6	9	0	stay	scene	top	1	1	1	0.238	3
208	28	6	10	0	switch	scene	bottom	-1	-1	1	0.437	-1
236	28	6	11	0	switch	scene	top	1	1	1	0.341	3
264	20	6	12	0	stay	scene	top	-1	1	0	0.438	-1
284	20	6	13	0	stay	scene	bottom	-1	-1	1	0.412	-1
304	20	6	14	0	stay	scene	bottom	1	1	1	0.293	4
324	28	6	15	0	switch	scene	bottom	-1	1	0	0.235	-1
352	28	6	16	0	switch	scene	top	1	1	1	0.259	5
380	20	6	17	0	stay	scene	top	-1	0	0	0	-1
400	28	6	18	0	switch	scene	top	1	-1	0	0.467	4
