onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	20	5	1	0	stay	scene	top	1	-1	0	0.559	5
40	28	5	2	0	switch	scene	top	-1	1	0	0.431	-1
68	28	5	3	0	switch	scene	bottom	1	1	1	0.327	5
96	20	5	4	0	stay	scene	bottom	1	1	1	0.423	3
116	20	5	5	0	stay	scene	bottom	1	1	1	0.11	3
136	20	5	6	0	stay	scene	bottom	-1	1	0	0.086	-1
156	28	5	7	0	switch	scene	bottom	1	1	1	0.181	3
184	20	5	8	0	stay	scene	top	1	1	1	0.389	5
204	20	5	9	0	stay	scene	top	-1	1	0	0.517	-1
224	20	5	10	0	stay	scene	bottom	-1	1	0	0.412	-1
244	20	5	11	0	stay	scene	bottom	-1	-1	1	0.541	-1
264	20	5	12	0	stay	scene	top	-1	-1	1	0.46	-1
284	20	5	13	0	stay	scene	top	1	1	1	0.444	5
304	20	5	14	0	stay	scene	top	-1	-1	1	0.636	-1
324	28	5	15	0	switch	scene	bottom	1	-1	0	0.442	4
352	20	5	16	0	stay	scene	bottom	1	1	1	0.315	5
372	28	5	17	0	switch	scene	top	-1	-1	1	0.459	-1
400	28	5	18	0	switch	scene	top	-1	-1	1	0.379	-1
