onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	20	3	1	0	stay	scene	bottom	1	1	1	0.407	3
40	20	3	2	0	stay	scene	top	1	-1	0	0.519	4
60	20	3	3	0	stay	scene	bottom	-1	-1	1	0.509	-1
80	20	3	4	0	stay	scene	top	1	1	1	0.286	6
100	20	3	5	0	stay	scene	bottom	-1	-1	1	0.526	-1
120	20	3	6	0	stay	scene	bottom	-1	-1	1	0.462	-1
140	28	3	7	0	switch	scene	top	-1	1	0	0.046	-1
168	28	3	8	0	switch	scene	bottom	1	1	1	0.037	3
196	28	3	9	0	switch	scene	bottom	1	1	1	0.124	3
224	20	3	10	0	stay	scene	top	-1	-1	1	0.621	-1
244	28	3	11	0	switch	scene	top	-1	-1	1	0.619	-1
272	20	3	12	0	stay	scene	top	-1	-1	1	0.531	-1
292	20	3	13	0	stay	scene	top	-1	-1	1	0.532	-1
312	28	3	14	0	switch	scene	bottom	1	1	1	0.436	6
340	20	3	15	0	stay	scene	bottom	1	0	0	0	5
360	28	3	16	0	switch	scene	top	-1	-1	1	0.45	-1
388	20	3	17	0	stay	scene	top	1	1	1	0.091	4
408	20	3	18	0	stay	scene	bottom	1	1	1	0.346	4
