onset	duration	#	type	cat	block	trial	p2ans	p3ans	ansType	resp	conf	acc	rt
n/a	n/a	26	new	scene	0	0	0	1	NEW	-2	old-	0	1.81
n/a	n/a	27	new	scene	0	0	0	1	NEW	-3	OLD+	0	1.21
n/a	n/a	28	switch	scene	2	15	1	-1	OLD	3	NEW+	0	1.72
n/a	n/a	29	stay	scene	3	18	-1	-1	OLD	-2	old-	1	2.02
n/a	n/a	30	new	scene	0	0	0	1	NEW	-2	old-	0	3.8
n/a	n/a	31	new	scene	0	0	0	1	NEW	3	NEW+	1	1.65
n/a	n/a	32	stay	scene	6	6	-1	-1	OLD	-2	old-	1	3.21
n/a	n/a	33	new	scene	0	0	0	1	NEW	2	new-	1	5.25
n/a	n/a	34	new	scene	0	0	0	1	NEW	3	NEW+	1	1.59
n/a	n/a	35	new	scene	0	0	0	1	NEW	2	new-	1	1.89
n/a	n/a	36	new	scene	0	0	0	1	NEW	3	NEW+	1	2.18
n/a	n/a	37	stay	scene	3	9	-1	-1	OLD	3	NEW+	0	1.51
n/a	n/a	38	stay	scene	6	7	-1	-1	OLD	-3	OLD+	1	1.41
n/a	n/a	39	stay	scene	1	5	-1	-1	OLD	-2	old-	1	1.74
n/a	n/a	40	switch	scene	5	10	-1	-1	OLD	3	NEW+	0	1.63
n/a	n/a	41	switch	scene	3	13	1	-1	OLD	3	NEW+	0	1.08
n/a	n/a	42	new	scene	0	0	0	1	NEW	3	NEW+	1	1.28
n/a	n/a	43	new	scene	0	0	0	1	NEW	-2	old-	0	1.93
n/a	n/a	44	new	scene	0	0	0	1	NEW	3	NEW+	1	1.3
n/a	n/a	45	new	scene	0	0	0	1	NEW	3	NEW+	1	3.32
n/a	n/a	46	switch	scene	2	14	-1	-1	OLD	3	NEW+	0	2.81
n/a	n/a	47	switch	scene	6	8	-1	-1	OLD	3	NEW+	0	2.59
n/a	n/a	48	new	scene	0	0	0	1	NEW	3	NEW+	1	1.52
n/a	n/a	49	new	scene	0	0	0	1	NEW	3	NEW+	1	0.84
n/a	n/a	50	switch	scene	6	5	-1	-1	OLD	-2	old-	1	2.32
n/a	n/a	51	stay	scene	1	8	-1	-1	OLD	-3	OLD+	1	4.2
n/a	n/a	52	new	scene	0	0	0	1	NEW	3	NEW+	1	1.32
n/a	n/a	53	switch	scene	1	15	1	-1	OLD	2	new-	0	2.14
n/a	n/a	54	new	scene	0	0	0	1	NEW	3	NEW+	1	1.31
n/a	n/a	55	stay	scene	4	18	-1	-1	OLD	-2	old-	1	2.33
n/a	n/a	56	new	scene	0	0	0	1	NEW	3	NEW+	1	1.52
n/a	n/a	57	switch	scene	4	2	-1	-1	OLD	-3	OLD+	1	1.36
n/a	n/a	58	switch	scene	5	4	1	-1	OLD	-3	OLD+	1	1.17
n/a	n/a	59	new	scene	0	0	0	1	NEW	2	new-	1	2.25
n/a	n/a	60	new	scene	0	0	0	1	NEW	3	NEW+	1	1.74
n/a	n/a	61	switch	scene	6	9	-1	-1	OLD	-2	old-	1	4.17
n/a	n/a	62	stay	scene	1	9	-1	-1	OLD	2	new-	0	1.63
n/a	n/a	63	new	scene	0	0	0	1	NEW	3	NEW+	1	2.05
n/a	n/a	64	new	scene	0	0	0	1	NEW	3	NEW+	1	2.95
n/a	n/a	65	stay	scene	5	15	-1	-1	OLD	-3	OLD+	1	2.68
n/a	n/a	66	new	scene	0	0	0	1	NEW	2	new-	1	1.57
n/a	n/a	67	new	scene	0	0	0	1	NEW	3	NEW+	1	2.52
n/a	n/a	68	new	scene	0	0	0	1	NEW	3	NEW+	1	2.47
n/a	n/a	69	new	scene	0	0	0	1	NEW	3	NEW+	1	1.52
n/a	n/a	70	new	scene	0	0	0	1	NEW	3	NEW+	1	2.13
n/a	n/a	71	new	scene	0	0	0	1	NEW	3	NEW+	1	1.74
n/a	n/a	72	new	scene	0	0	0	1	NEW	-2	old-	0	1.82
n/a	n/a	73	switch	scene	3	17	-1	-1	OLD	3	NEW+	0	2.47
n/a	n/a	74	switch	scene	2	1	-1	-1	OLD	3	NEW+	0	2.06
n/a	n/a	75	new	scene	0	0	0	1	NEW	3	NEW+	1	0.99
n/a	n/a	76	new	scene	0	0	0	1	NEW	3	NEW+	1	1.01
n/a	n/a	77	switch	scene	3	7	-1	-1	OLD	3	NEW+	0	2.11
n/a	n/a	78	new	scene	0	0	0	1	NEW	2	new-	1	4.17
n/a	n/a	79	new	scene	0	0	0	1	NEW	2	new-	1	3.14
n/a	n/a	80	stay	scene	2	2	-1	-1	OLD	3	NEW+	0	1.79
n/a	n/a	81	new	scene	0	0	0	1	NEW	3	NEW+	1	1.25
n/a	n/a	82	new	scene	0	0	0	1	NEW	3	NEW+	1	0.84
n/a	n/a	83	stay	scene	5	2	-1	-1	OLD	2	new-	0	2.4
n/a	n/a	84	stay	scene	3	2	-1	-1	OLD	3	NEW+	0	1.1
n/a	n/a	85	switch	scene	6	14	1	-1	OLD	3	NEW+	0	0.78
n/a	n/a	86	new	scene	0	0	0	1	NEW	3	NEW+	1	0.82
n/a	n/a	87	stay	scene	6	13	-1	-1	OLD	3	NEW+	0	0.71
n/a	n/a	88	new	scene	0	0	0	1	NEW	3	NEW+	1	0.99
n/a	n/a	89	new	scene	0	0	0	1	NEW	3	NEW+	1	1.15
n/a	n/a	90	switch	scene	5	7	1	-1	OLD	3	NEW+	0	0.82
n/a	n/a	91	switch	scene	1	6	-1	-1	OLD	-2	old-	1	1.95
n/a	n/a	92	switch	scene	3	6	1	-1	OLD	2	new-	0	1.5
n/a	n/a	93	stay	scene	4	8	-1	-1	OLD	-3	OLD+	1	1.36
n/a	n/a	94	switch	scene	5	13	-1	-1	OLD	3	NEW+	0	1.12
n/a	n/a	95	new	scene	0	0	0	1	NEW	3	NEW+	1	1.06
n/a	n/a	96	new	scene	0	0	0	1	NEW	3	NEW+	1	0.82
n/a	n/a	97	new	scene	0	0	0	1	NEW	3	NEW+	1	1.37
n/a	n/a	98	switch	scene	4	9	-1	-1	OLD	3	NEW+	0	0.66
n/a	n/a	99	switch	scene	2	10	1	-1	OLD	3	NEW+	0	0.77
n/a	n/a	100	new	scene	0	0	0	1	NEW	3	NEW+	1	1.22
n/a	n/a	101	switch	scene	4	17	1	-1	OLD	-3	OLD+	1	1.34
n/a	n/a	102	stay	scene	3	5	-1	-1	OLD	-3	OLD+	1	1.3
n/a	n/a	103	stay	scene	5	8	-1	-1	OLD	3	NEW+	0	1.5
n/a	n/a	104	stay	scene	4	6	-1	-1	OLD	3	NEW+	0	1.18
n/a	n/a	105	switch	scene	4	13	-1	-1	OLD	-2	old-	1	13.37
n/a	n/a	106	new	scene	0	0	0	1	NEW	3	NEW+	1	1.58
n/a	n/a	107	new	scene	0	0	0	1	NEW	3	NEW+	1	0.99
n/a	n/a	108	new	scene	0	0	0	1	NEW	3	NEW+	1	1.6
n/a	n/a	109	new	scene	0	0	0	1	NEW	3	NEW+	1	2.15
n/a	n/a	110	new	scene	0	0	0	1	NEW	3	NEW+	1	0.84
n/a	n/a	111	stay	scene	2	11	-1	-1	OLD	3	NEW+	0	0.82
n/a	n/a	112	stay	scene	1	13	-1	-1	OLD	3	NEW+	0	1.06
n/a	n/a	113	stay	scene	1	1	-1	-1	OLD	3	NEW+	0	1.46
n/a	n/a	114	stay	scene	3	16	-1	-1	OLD	3	NEW+	0	1.19
n/a	n/a	115	stay	scene	5	17	-1	-1	OLD	-3	OLD+	1	1.17
n/a	n/a	116	switch	scene	2	9	-1	-1	OLD	-3	OLD+	1	1.47
n/a	n/a	117	new	scene	0	0	0	1	NEW	3	NEW+	1	1.14
n/a	n/a	118	new	scene	0	0	0	1	NEW	3	NEW+	1	1.79
n/a	n/a	119	switch	scene	1	18	-1	-1	OLD	3	NEW+	0	2.77
n/a	n/a	120	new	scene	0	0	0	1	NEW	3	NEW+	1	1.68
n/a	n/a	121	new	scene	0	0	0	1	NEW	3	NEW+	1	0.89
n/a	n/a	122	new	scene	0	0	0	1	NEW	3	NEW+	1	1.24
n/a	n/a	123	new	scene	0	0	0	1	NEW	3	NEW+	1	0.85
n/a	n/a	124	new	scene	0	0	0	1	NEW	3	NEW+	1	1.07
n/a	n/a	125	stay	scene	1	2	-1	-1	OLD	2	new-	0	1.92
n/a	n/a	126	stay	scene	6	1	-1	-1	OLD	-2	old-	1	1.97
n/a	n/a	127	switch	scene	5	18	1	-1	OLD	-2	old-	1	1.38
n/a	n/a	128	new	scene	0	0	0	1	NEW	3	NEW+	1	1.63
n/a	n/a	129	switch	scene	1	7	1	-1	OLD	3	NEW+	0	1.06
n/a	n/a	130	new	scene	0	0	0	1	NEW	3	NEW+	1	1.53
n/a	n/a	131	stay	scene	4	7	-1	-1	OLD	-2	old-	1	1.4
n/a	n/a	132	switch	scene	1	11	-1	-1	OLD	-2	old-	1	1.83
n/a	n/a	133	stay	scene	3	14	-1	-1	OLD	2	new-	0	1.42
n/a	n/a	134	switch	scene	5	12	-1	-1	OLD	2	new-	0	2.07
n/a	n/a	135	stay	scene	2	16	-1	-1	OLD	-2	old-	1	1.62
n/a	n/a	136	stay	scene	2	8	-1	-1	OLD	3	NEW+	0	2.3
n/a	n/a	137	stay	scene	6	15	-1	-1	OLD	-2	old-	1	1.43
n/a	n/a	138	new	scene	0	0	0	1	NEW	2	new-	1	2.82
n/a	n/a	139	stay	scene	2	4	-1	-1	OLD	3	NEW+	0	4.21
n/a	n/a	140	switch	scene	4	3	1	-1	OLD	-2	old-	1	2.29
n/a	n/a	141	new	scene	0	0	0	1	NEW	2	new-	1	1.03
n/a	n/a	142	new	scene	0	0	0	1	NEW	3	NEW+	1	1.18
n/a	n/a	143	stay	scene	2	13	-1	-1	OLD	-3	OLD+	1	2.82
n/a	n/a	144	new	scene	0	0	0	1	NEW	2	new-	1	2.51
