onset	duration	#	type	cat	block	trial	p2ans	p3ans	ansType	resp	conf	acc	rt
n/a	n/a	40	new	scene	0	0	0	1	NEW	-2	old-	0	1.08
n/a	n/a	41	new	scene	0	0	0	1	NEW	-2	old-	0	1.86
n/a	n/a	42	stay	scene	3	12	-1	-1	OLD	-3	OLD+	1	1.5
n/a	n/a	43	new	scene	0	0	0	1	NEW	2	new-	1	1.66
n/a	n/a	44	new	scene	0	0	0	1	NEW	3	NEW+	1	1.94
n/a	n/a	45	new	scene	0	0	0	1	NEW	2	new-	1	1.84
n/a	n/a	46	switch	scene	3	14	1	-1	OLD	-3	OLD+	1	2.37
n/a	n/a	47	new	scene	0	0	0	1	NEW	2	new-	1	2.64
n/a	n/a	48	new	scene	0	0	0	1	NEW	2	new-	1	2.62
n/a	n/a	49	switch	scene	3	9	1	-1	OLD	-3	OLD+	1	1.95
n/a	n/a	50	stay	scene	2	7	-1	-1	OLD	-3	OLD+	1	1.43
n/a	n/a	51	new	scene	0	0	0	1	NEW	3	NEW+	1	4.95
n/a	n/a	52	switch	scene	5	8	1	-1	OLD	-3	OLD+	1	1.64
n/a	n/a	53	stay	scene	2	15	-1	-1	OLD	2	new-	0	1.51
n/a	n/a	54	new	scene	0	0	0	1	NEW	3	NEW+	1	1.7
n/a	n/a	55	stay	scene	5	16	-1	-1	OLD	-3	OLD+	1	1.92
n/a	n/a	56	stay	scene	4	8	-1	-1	OLD	-2	old-	1	7.05
n/a	n/a	57	switch	scene	4	10	-1	-1	OLD	2	new-	0	1.38
n/a	n/a	58	stay	scene	2	6	-1	-1	OLD	-3	OLD+	1	1.3
n/a	n/a	59	stay	scene	6	17	-1	-1	OLD	-3	OLD+	1	2.11
n/a	n/a	60	new	scene	0	0	0	1	NEW	2	new-	1	1.79
n/a	n/a	61	switch	scene	5	18	1	-1	OLD	-2	old-	1	1.9
n/a	n/a	62	new	scene	0	0	0	1	NEW	2	new-	1	2.11
n/a	n/a	63	switch	scene	4	7	-1	-1	OLD	2	new-	0	3.29
n/a	n/a	64	switch	scene	1	2	-1	-1	OLD	2	new-	0	1.15
n/a	n/a	65	new	scene	0	0	0	1	NEW	2	new-	1	1.5
n/a	n/a	66	new	scene	0	0	0	1	NEW	3	NEW+	1	3.87
n/a	n/a	67	stay	scene	6	11	-1	-1	OLD	2	new-	0	4.82
n/a	n/a	68	new	scene	0	0	0	1	NEW	2	new-	1	2.24
n/a	n/a	69	switch	scene	2	14	-1	-1	OLD	-2	old-	1	2.48
n/a	n/a	70	stay	scene	1	4	-1	-1	OLD	2	new-	0	1.59
n/a	n/a	71	stay	scene	1	6	-1	-1	OLD	-3	OLD+	1	1.27
n/a	n/a	72	stay	scene	6	8	-1	-1	OLD	-3	OLD+	1	1.31
n/a	n/a	73	switch	scene	6	9	-1	-1	OLD	-3	OLD+	1	0.92
n/a	n/a	74	stay	scene	4	1	-1	-1	OLD	-3	OLD+	1	0.84
n/a	n/a	75	stay	scene	2	5	-1	-1	OLD	-2	old-	1	1.52
n/a	n/a	76	new	scene	0	0	0	1	NEW	2	new-	1	1.68
n/a	n/a	77	stay	scene	4	2	-1	-1	OLD	-2	old-	1	2.3
n/a	n/a	78	new	scene	0	0	0	1	NEW	2	new-	1	2.54
n/a	n/a	79	new	scene	0	0	0	1	NEW	-3	OLD+	0	1.54
n/a	n/a	80	new	scene	0	0	0	1	NEW	2	new-	1	1.84
n/a	n/a	81	new	scene	0	0	0	1	NEW	-2	old-	0	1.63
n/a	n/a	82	new	scene	0	0	0	1	NEW	2	new-	1	1.4
n/a	n/a	83	stay	scene	1	16	-1	-1	OLD	-3	OLD+	1	2.07
n/a	n/a	84	new	scene	0	0	0	1	NEW	2	new-	1	1.67
n/a	n/a	85	stay	scene	6	2	-1	-1	OLD	-3	OLD+	1	1.11
n/a	n/a	86	switch	scene	6	5	-1	-1	OLD	-3	OLD+	1	2.29
n/a	n/a	87	switch	scene	3	17	-1	-1	OLD	2	new-	0	2.22
n/a	n/a	88	stay	scene	4	16	-1	-1	OLD	-3	OLD+	1	1.29
n/a	n/a	89	switch	scene	4	6	1	-1	OLD	2	new-	0	6.09
n/a	n/a	90	stay	scene	3	16	-1	-1	OLD	2	new-	0	1.34
n/a	n/a	91	switch	scene	5	4	1	-1	OLD	-2	old-	1	1.53
n/a	n/a	92	new	scene	0	0	0	1	NEW	2	new-	1	1.69
n/a	n/a	93	new	scene	0	0	0	1	NEW	3	NEW+	1	2.33
n/a	n/a	94	stay	scene	6	12	-1	-1	OLD	2	new-	0	3.31
n/a	n/a	95	switch	scene	3	3	-1	-1	OLD	-2	old-	1	1.56
n/a	n/a	96	stay	scene	3	8	-1	-1	OLD	-3	OLD+	1	2.38
n/a	n/a	97	switch	scene	2	11	-1	-1	OLD	-2	old-	1	1.52
n/a	n/a	98	new	scene	0	0	0	1	NEW	3	NEW+	1	1.93
n/a	n/a	99	new	scene	0	0	0	1	NEW	2	new-	1	2.34
n/a	n/a	100	switch	scene	4	15	1	-1	OLD	2	new-	0	1.44
n/a	n/a	101	switch	scene	4	4	-1	-1	OLD	2	new-	0	1.1
n/a	n/a	102	stay	scene	1	7	-1	-1	OLD	2	new-	0	2.15
n/a	n/a	103	new	scene	0	0	0	1	NEW	2	new-	1	1.23
n/a	n/a	104	switch	scene	1	9	-1	-1	OLD	-2	old-	1	1.77
n/a	n/a	105	new	scene	0	0	0	1	NEW	2	new-	1	1.51
n/a	n/a	106	new	scene	0	0	0	1	NEW	2	new-	1	1.69
n/a	n/a	107	stay	scene	6	7	-1	-1	OLD	-3	OLD+	1	1.64
n/a	n/a	108	stay	scene	3	7	-1	-1	OLD	-2	old-	1	1.63
n/a	n/a	109	switch	scene	6	3	1	-1	OLD	2	new-	0	1.14
n/a	n/a	110	new	scene	0	0	0	1	NEW	2	new-	1	2.04
n/a	n/a	111	new	scene	0	0	0	1	NEW	-2	old-	0	1.87
n/a	n/a	112	stay	scene	5	9	-1	-1	OLD	-3	OLD+	1	1.11
n/a	n/a	113	switch	scene	5	3	-1	-1	OLD	-3	OLD+	1	1.77
n/a	n/a	114	new	scene	0	0	0	1	NEW	2	new-	1	1.07
n/a	n/a	115	new	scene	0	0	0	1	NEW	2	new-	1	1.4
n/a	n/a	116	stay	scene	2	8	-1	-1	OLD	-3	OLD+	1	1.72
n/a	n/a	117	new	scene	0	0	0	1	NEW	-2	old-	0	1.83
n/a	n/a	118	stay	scene	1	3	-1	-1	OLD	-2	old-	1	2.85
n/a	n/a	119	new	scene	0	0	0	1	NEW	2	new-	1	1.09
n/a	n/a	120	new	scene	0	0	0	1	NEW	3	NEW+	1	2.12
n/a	n/a	121	stay	scene	5	5	-1	-1	OLD	2	new-	0	1.37
n/a	n/a	122	new	scene	0	0	0	1	NEW	2	new-	1	1.56
n/a	n/a	123	new	scene	0	0	0	1	NEW	2	new-	1	1.66
n/a	n/a	124	new	scene	0	0	0	1	NEW	2	new-	1	1.54
n/a	n/a	125	switch	scene	1	13	-1	-1	OLD	-2	old-	1	1.47
n/a	n/a	126	switch	scene	2	10	1	-1	OLD	-3	OLD+	1	2.37
n/a	n/a	127	new	scene	0	0	0	1	NEW	-2	old-	0	2.81
n/a	n/a	128	new	scene	0	0	0	1	NEW	2	new-	1	1.27
n/a	n/a	129	new	scene	0	0	0	1	NEW	2	new-	1	1.56
n/a	n/a	130	switch	scene	3	10	1	-1	OLD	2	new-	0	2.95
n/a	n/a	131	switch	scene	1	11	1	-1	OLD	-2	old-	1	1.77
n/a	n/a	132	new	scene	0	0	0	1	NEW	2	new-	1	1.48
n/a	n/a	133	new	scene	0	0	0	1	NEW	2	new-	1	2.58
n/a	n/a	134	switch	scene	6	1	-1	-1	OLD	2	new-	0	1.21
n/a	n/a	135	new	scene	0	0	0	1	NEW	-2	old-	0	1.38
n/a	n/a	136	new	scene	0	0	0	1	NEW	-2	old-	0	1.01
n/a	n/a	137	switch	scene	6	4	1	-1	OLD	-2	old-	1	1.21
n/a	n/a	138	stay	scene	5	2	-1	-1	OLD	-3	OLD+	1	1.01
n/a	n/a	139	switch	scene	4	11	1	-1	OLD	2	new-	0	1.25
n/a	n/a	140	switch	scene	6	15	1	-1	OLD	-3	OLD+	1	0.95
n/a	n/a	141	new	scene	0	0	0	1	NEW	-2	old-	0	1.39
n/a	n/a	142	switch	scene	2	16	1	-1	OLD	-3	OLD+	1	1.12
n/a	n/a	143	new	scene	0	0	0	1	NEW	2	new-	1	1.49
n/a	n/a	144	new	scene	0	0	0	1	NEW	2	new-	1	1.52
