onset	duration	#	type	cat	block	trial	p2ans	p3ans	ansType	resp	conf	acc	rt
n/a	n/a	1	new	scene	0	0	0	1	NEW	3	NEW+	1	6.35
n/a	n/a	2	stay	scene	5	7	-1	-1	OLD	-2	old-	1	2.03
n/a	n/a	3	new	scene	0	0	0	1	NEW	2	new-	1	2.28
n/a	n/a	4	switch	scene	2	12	-1	-1	OLD	-3	OLD+	1	1.14
n/a	n/a	5	new	scene	0	0	0	1	NEW	2	new-	1	1.97
n/a	n/a	6	new	scene	0	0	0	1	NEW	-2	old-	0	3.19
n/a	n/a	7	new	scene	0	0	0	1	NEW	-2	old-	0	2.75
n/a	n/a	8	new	scene	0	0	0	1	NEW	-2	old-	0	2.68
n/a	n/a	9	switch	scene	5	10	-1	-1	OLD	-3	OLD+	1	1.48
n/a	n/a	10	new	scene	0	0	0	1	NEW	-2	old-	0	1.97
n/a	n/a	11	new	scene	0	0	0	1	NEW	2	new-	1	2.03
n/a	n/a	12	new	scene	0	0	0	1	NEW	-2	old-	0	1.75
n/a	n/a	13	stay	scene	4	14	-1	-1	OLD	-3	OLD+	1	2
n/a	n/a	14	new	scene	0	0	0	1	NEW	2	new-	1	2.5
n/a	n/a	15	switch	scene	2	18	1	-1	OLD	-2	old-	1	1.68
n/a	n/a	16	switch	scene	1	18	1	-1	OLD	-2	old-	1	2.14
n/a	n/a	17	new	scene	0	0	0	1	NEW	3	NEW+	1	1.93
n/a	n/a	18	new	scene	0	0	0	1	NEW	-2	old-	0	2.1
n/a	n/a	19	new	scene	0	0	0	1	NEW	2	new-	1	2.32
n/a	n/a	20	stay	scene	3	4	-1	-1	OLD	2	new-	0	2.33
n/a	n/a	21	new	scene	0	0	0	1	NEW	2	new-	1	3.25
n/a	n/a	22	stay	scene	3	18	-1	-1	OLD	-3	OLD+	1	1.25
n/a	n/a	23	new	scene	0	0	0	1	NEW	-2	old-	0	1.95
n/a	n/a	24	new	scene	0	0	0	1	NEW	3	NEW+	1	1.41
n/a	n/a	25	stay	scene	2	13	-1	-1	OLD	-3	OLD+	1	1.02
n/a	n/a	26	stay	scene	4	9	-1	-1	OLD	-2	old-	1	4.46
n/a	n/a	27	stay	scene	1	12	-1	-1	OLD	-3	OLD+	1	1.55
n/a	n/a	28	new	scene	0	0	0	1	NEW	-2	old-	0	2.18
n/a	n/a	29	new	scene	0	0	0	1	NEW	3	NEW+	1	1.35
n/a	n/a	30	new	scene	0	0	0	1	NEW	-2	old-	0	2.4
n/a	n/a	31	switch	scene	3	1	-1	-1	OLD	2	new-	0	1.44
n/a	n/a	32	stay	scene	5	12	-1	-1	OLD	-3	OLD+	1	1.29
n/a	n/a	33	new	scene	0	0	0	1	NEW	2	new-	1	1.91
n/a	n/a	34	new	scene	0	0	0	1	NEW	-2	old-	0	1.51
n/a	n/a	35	new	scene	0	0	0	1	NEW	-2	old-	0	1.4
n/a	n/a	36	switch	scene	5	11	-1	-1	OLD	-2	old-	1	1.98
n/a	n/a	37	new	scene	0	0	0	1	NEW	2	new-	1	2.22
n/a	n/a	38	switch	scene	1	14	1	-1	OLD	-2	old-	1	1.31
n/a	n/a	39	new	scene	0	0	0	1	NEW	2	new-	1	4.07
