onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	20	3	1	0	stay	scene	top	-1	-1	1	0.608	-1
40	20	3	2	0	stay	scene	top	-1	-1	1	0.76	-1
60	20	3	3	0	stay	scene	top	-1	-1	1	0.36	-1
80	20	3	4	0	stay	scene	top	1	-1	0	0.591	4
100	20	3	5	0	stay	scene	bottom	1	1	1	0.327	5
120	20	3	6	0	stay	scene	bottom	-1	-1	1	0.469	-1
140	20	3	7	0	stay	scene	top	1	1	1	0.622	4
160	20	3	8	0	stay	scene	bottom	1	1	1	0.541	6
180	28	3	9	0	switch	scene	bottom	1	1	1	0.372	4
208	28	3	10	0	switch	scene	top	-1	1	0	0.387	-1
236	20	3	11	0	stay	scene	bottom	-1	-1	1	0.331	-1
256	20	3	12	0	stay	scene	bottom	1	1	1	0.371	5
276	28	3	13	0	switch	scene	bottom	1	1	1	0.443	3
304	20	3	14	0	stay	scene	top	1	1	1	0.411	3
324	28	3	15	0	switch	scene	top	-1	-1	1	0.354	-1
352	20	3	16	0	stay	scene	bottom	-1	-1	1	0.378	-1
372	28	3	17	0	switch	scene	bottom	1	1	1	0.489	3
400	28	3	18	0	switch	scene	top	-1	-1	1	0.449	-1
