onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	28	1	1	0	switch	scene	top	-1	0	0	0	-1
48	28	1	2	0	switch	scene	top	-1	-1	1	0.8	-1
76	28	1	3	0	switch	scene	bottom	1	1	1	0.135	4
104	20	1	4	0	stay	scene	top	-1	-1	1	0.583	-1
124	20	1	5	0	stay	scene	bottom	1	-1	0	0.807	4
144	20	1	6	0	stay	scene	bottom	-1	-1	1	0.416	-1
164	20	1	7	0	stay	scene	top	1	1	1	0.518	5
184	20	1	8	0	stay	scene	top	1	1	1	0.502	3
204	20	1	9	0	stay	scene	bottom	-1	1	0	0.503	-1
224	20	1	10	0	stay	scene	bottom	1	1	1	0.47	4
244	20	1	11	0	stay	scene	top	-1	-1	1	0.838	-1
264	20	1	12	0	stay	scene	top	1	1	1	0.462	6
284	28	1	13	0	switch	scene	bottom	1	1	1	0.484	6
312	28	1	14	0	switch	scene	top	-1	-1	1	0.596	-1
340	20	1	15	0	stay	scene	bottom	-1	-1	1	0.509	-1
360	20	1	16	0	stay	scene	top	-1	-1	1	0.805	-1
380	28	1	17	0	switch	scene	bottom	1	1	1	0.443	6
408	20	1	18	0	stay	scene	bottom	1	0	0	0	6
