onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	20	6	1	0	stay	scene	top	-1	1	0	0.656	-1
40	28	6	2	0	switch	scene	top	1	1	1	0.495	6
68	28	6	3	0	switch	scene	top	1	1	1	0.35	4
96	20	6	4	0	stay	scene	top	1	1	1	0.407	6
116	20	6	5	0	stay	scene	bottom	1	1	1	0.488	4
136	20	6	6	0	stay	scene	bottom	-1	-1	1	0.398	-1
156	20	6	7	0	stay	scene	top	-1	-1	1	0.502	-1
176	28	6	8	0	switch	scene	bottom	-1	-1	1	0.645	-1
204	28	6	9	0	switch	scene	bottom	-1	-1	1	0.51	-1
232	20	6	10	0	stay	scene	bottom	1	1	1	0.566	5
252	20	6	11	0	stay	scene	top	-1	-1	1	0.813	-1
272	20	6	12	0	stay	scene	bottom	1	1	1	0.709	6
292	20	6	13	0	stay	scene	bottom	-1	-1	1	0.589	-1
312	28	6	14	0	switch	scene	top	1	1	1	0.331	4
340	20	6	15	0	stay	scene	top	1	1	1	0.436	6
360	28	6	16	0	switch	scene	bottom	-1	1	0	0.643	-1
388	20	6	17	0	stay	scene	top	1	1	1	0.356	4
408	20	6	18	0	stay	scene	bottom	-1	-1	1	0.492	-1
