onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	20	3	1	0	stay	scene	top	1	1	1	0.466	5
40	20	3	2	0	stay	scene	top	-1	-1	1	0.432	-1
60	20	3	3	0	stay	scene	top	-1	-1	1	0.64	-1
80	20	3	4	0	stay	scene	bottom	-1	-1	1	0.92	-1
100	28	3	5	0	switch	scene	top	-1	-1	1	0.454	-1
128	28	3	6	0	switch	scene	bottom	1	1	1	0.422	5
156	28	3	7	0	switch	scene	bottom	1	1	1	0.486	6
184	20	3	8	0	stay	scene	top	1	1	1	0.158	3
204	20	3	9	0	stay	scene	top	-1	-1	1	0.462	-1
224	20	3	10	0	stay	scene	top	1	-1	0	0.406	5
244	28	3	11	0	switch	scene	bottom	1	-1	0	0.396	4
272	20	3	12	0	stay	scene	bottom	1	0	0	0	4
292	20	3	13	0	stay	scene	bottom	1	1	1	0.845	6
312	28	3	14	0	switch	scene	top	-1	-1	1	0.709	-1
340	28	3	15	0	switch	scene	top	-1	-1	1	0.204	-1
368	20	3	16	0	stay	scene	bottom	1	1	1	0.484	6
388	20	3	17	0	stay	scene	bottom	-1	0	0	0	-1
408	20	3	18	0	stay	scene	bottom	-1	1	0	0.203	-1
