onset	duration	#	type	cat	block	trial	p2ans	p3ans	ansType	resp	conf	acc	rt
n/a	n/a	41	switch	scene	1	15	-1	-1	OLD	2	new-	0	1.47
n/a	n/a	42	new	scene	0	0	0	1	NEW	2	new-	1	2.5
n/a	n/a	43	stay	scene	3	14	-1	-1	OLD	-3	OLD+	1	1.2
n/a	n/a	44	switch	scene	5	13	-1	-1	OLD	-3	OLD+	1	1.04
n/a	n/a	45	new	scene	0	0	0	1	NEW	3	NEW+	1	1.85
n/a	n/a	46	switch	scene	4	12	-1	-1	OLD	-2	old-	1	2
n/a	n/a	47	stay	scene	1	8	-1	-1	OLD	-3	OLD+	1	1.21
n/a	n/a	48	new	scene	0	0	0	1	NEW	3	NEW+	1	1.28
n/a	n/a	49	stay	scene	6	7	-1	-1	OLD	-3	OLD+	1	1.96
n/a	n/a	50	switch	scene	6	8	1	-1	OLD	-3	OLD+	1	0.91
n/a	n/a	51	new	scene	0	0	0	1	NEW	2	new-	1	1.66
n/a	n/a	52	switch	scene	4	3	1	-1	OLD	-2	old-	1	2.06
n/a	n/a	53	new	scene	0	0	0	1	NEW	2	new-	1	1.54
n/a	n/a	54	stay	scene	2	12	-1	-1	OLD	-3	OLD+	1	1.4
n/a	n/a	55	stay	scene	4	2	-1	-1	OLD	2	new-	0	2.28
n/a	n/a	56	new	scene	0	0	0	1	NEW	2	new-	1	1.4
n/a	n/a	57	new	scene	0	0	0	1	NEW	2	new-	1	2.07
n/a	n/a	58	new	scene	0	0	0	1	NEW	2	new-	1	2.42
n/a	n/a	59	switch	scene	3	9	1	-1	OLD	2	new-	0	2.78
n/a	n/a	60	stay	scene	4	6	-1	-1	OLD	-3	OLD+	1	1.77
n/a	n/a	61	new	scene	0	0	0	1	NEW	-2	old-	0	1.62
n/a	n/a	62	new	scene	0	0	0	1	NEW	2	new-	1	1.29
n/a	n/a	63	switch	scene	6	14	1	-1	OLD	2	new-	0	1.45
n/a	n/a	64	stay	scene	6	4	-1	-1	OLD	-2	old-	1	2.66
n/a	n/a	65	stay	scene	5	18	-1	-1	OLD	-2	old-	1	1.99
n/a	n/a	66	new	scene	0	0	0	1	NEW	3	NEW+	1	1.9
n/a	n/a	67	switch	scene	5	7	1	-1	OLD	-3	OLD+	1	1.14
n/a	n/a	68	stay	scene	4	1	-1	-1	OLD	-3	OLD+	1	1.71
n/a	n/a	69	new	scene	0	0	0	1	NEW	2	new-	1	2.2
n/a	n/a	70	new	scene	0	0	0	1	NEW	3	NEW+	1	2.35
n/a	n/a	71	new	scene	0	0	0	1	NEW	2	new-	1	2.06
n/a	n/a	72	new	scene	0	0	0	1	NEW	2	new-	1	1.95
n/a	n/a	73	new	scene	0	0	0	1	NEW	2	new-	1	2.81
n/a	n/a	74	new	scene	0	0	0	1	NEW	2	new-	1	1.93
n/a	n/a	75	new	scene	0	0	0	1	NEW	2	new-	1	1.97
n/a	n/a	76	stay	scene	1	1	-1	-1	OLD	2	new-	0	3.43
n/a	n/a	77	new	scene	0	0	0	1	NEW	2	new-	1	3.09
n/a	n/a	78	stay	scene	6	1	-1	-1	OLD	-2	old-	1	1.69
n/a	n/a	79	switch	scene	4	13	-1	-1	OLD	2	new-	0	2.57
n/a	n/a	80	new	scene	0	0	0	1	NEW	2	new-	1	2.18
n/a	n/a	81	new	scene	0	0	0	1	NEW	2	new-	1	3.38
n/a	n/a	82	new	scene	0	0	0	1	NEW	3	NEW+	1	1.62
n/a	n/a	83	new	scene	0	0	0	1	NEW	3	NEW+	1	1.12
n/a	n/a	84	switch	scene	1	10	1	-1	OLD	-3	OLD+	1	1.2
n/a	n/a	85	switch	scene	2	18	1	-1	OLD	-2	old-	1	2.07
n/a	n/a	86	stay	scene	5	4	-1	-1	OLD	-3	OLD+	1	0.97
n/a	n/a	87	new	scene	0	0	0	1	NEW	3	NEW+	1	1.78
n/a	n/a	88	new	scene	0	0	0	1	NEW	2	new-	1	1.89
n/a	n/a	89	new	scene	0	0	0	1	NEW	2	new-	1	1.05
n/a	n/a	90	new	scene	0	0	0	1	NEW	2	new-	1	1.33
n/a	n/a	91	switch	scene	2	14	-1	-1	OLD	-3	OLD+	1	1.25
n/a	n/a	92	switch	scene	6	3	1	-1	OLD	-3	OLD+	1	1.03
n/a	n/a	93	new	scene	0	0	0	1	NEW	-2	old-	0	1.45
n/a	n/a	94	stay	scene	1	18	-1	-1	OLD	-2	old-	1	1.59
n/a	n/a	95	switch	scene	6	12	-1	-1	OLD	-3	OLD+	1	1.09
n/a	n/a	96	new	scene	0	0	0	1	NEW	3	NEW+	1	1.73
n/a	n/a	97	new	scene	0	0	0	1	NEW	3	NEW+	1	1.53
n/a	n/a	98	new	scene	0	0	0	1	NEW	3	NEW+	1	1.61
n/a	n/a	99	stay	scene	3	12	-1	-1	OLD	2	new-	0	1.45
n/a	n/a	100	new	scene	0	0	0	1	NEW	2	new-	1	2.31
n/a	n/a	101	switch	scene	1	11	1	-1	OLD	-2	old-	1	2.53
n/a	n/a	102	stay	scene	3	15	-1	-1	OLD	2	new-	0	2.64
n/a	n/a	103	stay	scene	5	10	-1	-1	OLD	-2	old-	1	1.68
n/a	n/a	104	new	scene	0	0	0	1	NEW	-2	old-	0	1.67
n/a	n/a	105	stay	scene	2	17	-1	-1	OLD	-2	old-	1	1.49
n/a	n/a	106	new	scene	0	0	0	1	NEW	2	new-	1	2.53
n/a	n/a	107	stay	scene	2	1	-1	-1	OLD	-3	OLD+	1	1.31
n/a	n/a	108	stay	scene	4	14	-1	-1	OLD	-2	old-	1	1.48
n/a	n/a	109	stay	scene	6	9	-1	-1	OLD	2	new-	0	1.17
n/a	n/a	110	new	scene	0	0	0	1	NEW	2	new-	1	1.51
n/a	n/a	111	new	scene	0	0	0	1	NEW	2	new-	1	1.86
n/a	n/a	112	switch	scene	2	10	1	-1	OLD	-2	old-	1	2.37
n/a	n/a	113	stay	scene	3	7	-1	-1	OLD	2	new-	0	3.51
n/a	n/a	114	switch	scene	1	14	1	-1	OLD	-2	old-	1	1.04
n/a	n/a	115	new	scene	0	0	0	1	NEW	2	new-	1	1.32
n/a	n/a	116	switch	scene	2	8	-1	-1	OLD	-2	old-	1	1.45
n/a	n/a	117	stay	scene	2	9	-1	-1	OLD	-3	OLD+	1	1.1
n/a	n/a	118	switch	scene	3	16	1	-1	OLD	-3	OLD+	1	2.75
n/a	n/a	119	new	scene	0	0	0	1	NEW	-2	old-	0	1.54
n/a	n/a	120	new	scene	0	0	0	1	NEW	3	NEW+	1	2.05
n/a	n/a	121	new	scene	0	0	0	1	NEW	2	new-	1	2.27
n/a	n/a	122	switch	scene	4	5	1	-1	OLD	2	new-	0	3
n/a	n/a	123	switch	scene	5	8	1	-1	OLD	-2	old-	1	1.54
n/a	n/a	124	new	scene	0	0	0	1	NEW	2	new-	1	1.69
n/a	n/a	125	new	scene	0	0	0	1	NEW	2	new-	1	1.21
n/a	n/a	126	switch	scene	2	11	1	-1	OLD	-2	old-	1	1.19
n/a	n/a	127	switch	scene	2	2	-1	-1	OLD	-2	old-	1	3.76
n/a	n/a	128	new	scene	0	0	0	1	NEW	2	new-	1	2.76
n/a	n/a	129	new	scene	0	0	0	1	NEW	2	new-	1	1.69
n/a	n/a	130	switch	scene	3	1	-1	-1	OLD	2	new-	0	1.33
n/a	n/a	131	new	scene	0	0	0	1	NEW	2	new-	1	1.71
n/a	n/a	132	stay	scene	5	3	-1	-1	OLD	-3	OLD+	1	2.05
n/a	n/a	133	new	scene	0	0	0	1	NEW	2	new-	1	2.23
n/a	n/a	134	switch	scene	3	5	1	-1	OLD	-3	OLD+	1	1.74
n/a	n/a	135	switch	scene	3	11	-1	-1	OLD	-3	OLD+	1	2.05
n/a	n/a	136	new	scene	0	0	0	1	NEW	2	new-	1	1.32
n/a	n/a	137	new	scene	0	0	0	1	NEW	2	new-	1	1.13
n/a	n/a	138	stay	scene	1	5	-1	-1	OLD	-3	OLD+	1	1.64
n/a	n/a	139	new	scene	0	0	0	1	NEW	3	NEW+	1	2.51
n/a	n/a	140	stay	scene	3	13	-1	-1	OLD	-2	old-	1	2.58
n/a	n/a	141	new	scene	0	0	0	1	NEW	2	new-	1	1.39
n/a	n/a	142	new	scene	0	0	0	1	NEW	2	new-	1	1.04
n/a	n/a	143	switch	scene	5	14	-1	-1	OLD	-2	old-	1	2.54
n/a	n/a	144	new	scene	0	0	0	1	NEW	2	new-	1	1.53
