onset	duration	block	trial	delay	cond	answer	resp	acc	rt	rsvp
20	16	3	1	0	faces	1	1	1	0.391	5
36	16	3	2	0	scenes	1	1	1	0.558	5
52	16	3	3	0	faces	-1	-1	1	0.39	-1
68	16	3	4	0	scenes	1	1	1	0.231	4
84	16	3	5	0	scenes	1	1	1	0.206	4
100	16	3	6	0	faces	1	1	1	0.453	5
116	16	3	7	0	scenes	-1	-1	1	0.469	-1
132	16	3	8	0	faces	-1	-1	1	0.445	-1
148	16	3	9	0	scenes	1	1	1	0.405	3
164	16	3	10	0	faces	1	1	1	0.212	3
180	16	3	11	0	scenes	1	1	1	0.467	6
196	16	3	12	0	faces	1	1	1	0.468	6
212	16	3	13	0	scenes	-1	-1	1	0.371	-1
228	16	3	14	0	faces	1	1	1	0.22	4
244	16	3	15	0	scenes	-1	-1	1	0.42	-1
260	16	3	16	0	faces	-1	-1	1	0.362	-1
276	16	3	17	0	scenes	1	1	1	0.163	4
292	16	3	18	0	faces	-1	-1	1	0.467	-1
308	16	3	19	0	faces	1	1	1	0.497	6
324	16	3	20	0	scenes	-1	-1	1	0.545	-1
