onset	duration	block	trial	delay	cond	answer	resp	acc	rt	rsvp
20	16	2	1	0	scenes	1	1	1	0.767	6
36	16	2	2	0	scenes	-1	-1	1	0.503	-1
52	16	2	3	0	faces	-1	-1	1	0.511	-1
68	16	2	4	0	faces	-1	-1	1	0.629	-1
84	16	2	5	0	faces	-1	-1	1	0.773	-1
100	16	2	6	0	scenes	-1	-1	1	0.43	-1
116	16	2	7	0	faces	-1	1	0	0.405	-1
132	16	2	8	0	scenes	1	1	1	0.445	4
148	16	2	9	0	faces	1	1	1	0.316	3
164	16	2	10	0	scenes	-1	-1	1	0.516	-1
180	16	2	11	0	scenes	-1	-1	1	0.732	-1
196	16	2	12	0	scenes	1	1	1	0.788	6
212	16	2	13	0	faces	1	1	1	0.299	4
228	16	2	14	0	scenes	1	1	1	0.507	6
244	16	2	15	0	faces	1	1	1	0.443	6
260	16	2	16	0	scenes	1	1	1	0.227	3
276	16	2	17	0	faces	-1	-1	1	0.451	-1
292	16	2	18	0	faces	1	1	1	0.403	5
308	16	2	19	0	faces	1	1	1	0.538	3
324	16	2	20	0	scenes	-1	0	0	0	-1
