onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	28	5	1	0	switch	scene	top	-1	-1	1	0.181	-1
48	28	5	2	0	switch	scene	bottom	1	1	1	0.095	4
76	20	5	3	0	stay	scene	bottom	1	1	1	0.157	4
96	28	5	4	0	switch	scene	top	-1	-1	1	0.31	-1
124	20	5	5	0	stay	scene	bottom	1	1	1	0.126	4
144	28	5	6	0	switch	scene	top	-1	-1	1	0.341	-1
172	20	5	7	0	stay	scene	top	-1	-1	1	0.397	-1
192	28	5	8	0	switch	scene	bottom	1	1	1	0.253	4
220	20	5	9	0	stay	scene	bottom	-1	-1	1	0.388	-1
240	20	5	10	0	stay	scene	top	1	-1	0	0.565	5
260	20	5	11	0	stay	scene	top	1	1	1	0.139	3
280	20	5	12	0	stay	scene	bottom	-1	-1	1	0.707	-1
300	28	5	13	0	switch	scene	bottom	1	1	1	0.203	3
328	20	5	14	0	stay	scene	bottom	-1	-1	1	0.468	-1
348	20	5	15	0	stay	scene	top	-1	-1	1	0.259	-1
368	20	5	16	0	stay	scene	bottom	1	-1	0	0.418	6
388	20	5	17	0	stay	scene	top	-1	-1	1	0.171	-1
408	20	5	18	0	stay	scene	top	1	1	1	0.417	6
