onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	20	6	1	0	stay	scene	bottom	-1	-1	1	0.264	-1
40	20	6	2	0	stay	scene	bottom	1	-1	0	0.342	5
60	20	6	3	0	stay	scene	top	-1	-1	1	0.454	-1
80	28	6	4	0	switch	scene	top	1	-1	0	0.471	5
108	28	6	5	0	switch	scene	bottom	-1	-1	1	0.413	-1
136	20	6	6	0	stay	scene	top	1	1	1	0.422	5
156	28	6	7	0	switch	scene	top	1	1	1	0.294	4
184	20	6	8	0	stay	scene	top	-1	-1	1	0.181	-1
204	28	6	9	0	switch	scene	bottom	-1	1	0	0.556	-1
232	28	6	10	0	switch	scene	top	1	1	1	0.01	3
260	20	6	11	0	stay	scene	bottom	-1	-1	1	0.621	-1
280	20	6	12	0	stay	scene	top	-1	-1	1	0.284	-1
300	28	6	13	0	switch	scene	bottom	-1	-1	1	0.419	-1
328	20	6	14	0	stay	scene	top	1	1	1	0.197	3
348	20	6	15	0	stay	scene	bottom	1	-1	0	0.539	5
368	20	6	16	0	stay	scene	top	1	1	1	0.202	4
388	20	6	17	0	stay	scene	bottom	1	1	1	0.164	4
408	20	6	18	0	stay	scene	bottom	-1	-1	1	0.435	-1
