onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	20	2	1	0	stay	scene	bottom	-1	-1	1	0.358	-1
40	28	2	2	0	switch	scene	bottom	-1	-1	1	0.342	-1
68	20	2	3	0	stay	scene	bottom	-1	-1	1	0.407	-1
88	20	2	4	0	stay	scene	bottom	1	-1	0	0.438	3
108	20	2	5	0	stay	scene	bottom	1	1	1	0.381	5
128	28	2	6	0	switch	scene	bottom	-1	-1	1	0.389	-1
156	20	2	7	0	stay	scene	top	-1	-1	1	0.558	-1
176	20	2	8	0	stay	scene	top	1	1	1	0.405	6
196	20	2	9	0	stay	scene	top	1	1	1	0.196	4
216	20	2	10	0	stay	scene	top	-1	-1	1	0.365	-1
236	20	2	11	0	stay	scene	top	1	1	1	0.212	3
256	28	2	12	0	switch	scene	top	1	1	1	0.435	3
284	20	2	13	0	stay	scene	bottom	-1	-1	1	0.354	-1
304	28	2	14	0	switch	scene	bottom	-1	-1	1	0.282	-1
332	20	2	15	0	stay	scene	bottom	1	1	1	0.492	6
352	28	2	16	0	switch	scene	top	1	1	1	0.114	3
380	20	2	17	0	stay	scene	top	-1	-1	1	0.37	-1
400	28	2	18	0	switch	scene	top	1	-1	0	0.386	5
