onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	20	3	1	0	stay	scene	top	1	1	1	0.192	4
40	20	3	2	0	stay	scene	bottom	-1	-1	1	0.416	-1
60	28	3	3	0	switch	scene	bottom	1	1	1	0.351	6
88	20	3	4	0	stay	scene	top	-1	-1	1	0.663	-1
108	20	3	5	0	stay	scene	top	1	1	1	0.462	6
128	20	3	6	0	stay	scene	top	1	1	1	0.311	5
148	20	3	7	0	stay	scene	bottom	1	-1	0	0.558	5
168	28	3	8	0	switch	scene	top	-1	-1	1	0.486	-1
196	28	3	9	0	switch	scene	bottom	1	1	1	0.389	5
224	20	3	10	0	stay	scene	bottom	-1	-1	1	0.366	-1
244	20	3	11	0	stay	scene	bottom	1	1	1	0.356	6
264	20	3	12	0	stay	scene	top	-1	1	0	0.316	-1
284	20	3	13	0	stay	scene	top	-1	-1	1	0.388	-1
304	20	3	14	0	stay	scene	bottom	1	-1	0	0.413	4
324	28	3	15	0	switch	scene	bottom	1	-1	0	0.292	4
352	28	3	16	0	switch	scene	top	-1	-1	1	0.379	-1
380	28	3	17	0	switch	scene	top	-1	-1	1	0.362	-1
408	20	3	18	0	stay	scene	bottom	-1	-1	1	0.674	-1
