onset	duration	#	type	cat	block	trial	p2ans	p3ans	ansType	resp	conf	acc	rt
n/a	n/a	1	stay	scene	3	10	-1	-1	OLD	3	NEW+	0	2.31
n/a	n/a	2	stay	scene	4	13	-1	-1	OLD	-3	OLD+	1	2.46
n/a	n/a	3	switch	scene	4	11	-1	-1	OLD	-3	OLD+	1	1.45
n/a	n/a	4	stay	scene	3	18	-1	-1	OLD	-3	OLD+	1	3.03
n/a	n/a	5	new	scene	0	0	0	1	NEW	3	NEW+	1	1.42
n/a	n/a	6	new	scene	0	0	0	1	NEW	3	NEW+	1	2.81
n/a	n/a	7	new	scene	0	0	0	1	NEW	3	NEW+	1	1.85
n/a	n/a	8	new	scene	0	0	0	1	NEW	3	NEW+	1	1.57
n/a	n/a	9	new	scene	0	0	0	1	NEW	3	NEW+	1	2.82
n/a	n/a	10	new	scene	0	0	0	1	NEW	3	NEW+	1	2.08
n/a	n/a	11	switch	scene	2	18	1	-1	OLD	-3	OLD+	1	1.49
n/a	n/a	12	new	scene	0	0	0	1	NEW	3	NEW+	1	2.29
n/a	n/a	13	switch	scene	5	2	1	-1	OLD	-3	OLD+	1	1.61
n/a	n/a	14	new	scene	0	0	0	1	NEW	3	NEW+	1	1.28
n/a	n/a	15	switch	scene	1	17	-1	-1	OLD	-2	old-	1	5.1
n/a	n/a	16	new	scene	0	0	0	1	NEW	3	NEW+	1	2.92
n/a	n/a	17	new	scene	0	0	0	1	NEW	3	NEW+	1	2.73
n/a	n/a	18	switch	scene	4	3	-1	-1	OLD	3	NEW+	0	2.64
n/a	n/a	19	switch	scene	5	8	1	-1	OLD	3	NEW+	0	1.95
n/a	n/a	20	stay	scene	2	17	-1	-1	OLD	-3	OLD+	1	2.61
n/a	n/a	21	new	scene	0	0	0	1	NEW	3	NEW+	1	1.93
n/a	n/a	22	new	scene	0	0	0	1	NEW	3	NEW+	1	2.68
n/a	n/a	23	switch	scene	5	4	-1	-1	OLD	-2	old-	1	3.38
n/a	n/a	24	stay	scene	1	13	-1	-1	OLD	-3	OLD+	1	1.04
n/a	n/a	25	new	scene	0	0	0	1	NEW	3	NEW+	1	1.7
n/a	n/a	26	stay	scene	5	15	-1	-1	OLD	-2	old-	1	5.66
n/a	n/a	27	new	scene	0	0	0	1	NEW	3	NEW+	1	3.1
n/a	n/a	28	new	scene	0	0	0	1	NEW	3	NEW+	1	1.73
n/a	n/a	29	stay	scene	4	2	-1	-1	OLD	-3	OLD+	1	1.72
n/a	n/a	30	stay	scene	3	12	-1	-1	OLD	-3	OLD+	1	1.04
n/a	n/a	31	stay	scene	4	8	-1	-1	OLD	-3	OLD+	1	1.39
n/a	n/a	32	new	scene	0	0	0	1	NEW	3	NEW+	1	2.25
n/a	n/a	33	new	scene	0	0	0	1	NEW	2	new-	1	5.85
n/a	n/a	34	stay	scene	1	1	-1	-1	OLD	-3	OLD+	1	5.15
n/a	n/a	35	new	scene	0	0	0	1	NEW	3	NEW+	1	1.62
n/a	n/a	36	new	scene	0	0	0	1	NEW	3	NEW+	1	0.96
n/a	n/a	37	new	scene	0	0	0	1	NEW	3	NEW+	1	1.55
n/a	n/a	38	new	scene	0	0	0	1	NEW	3	NEW+	1	3.52
n/a	n/a	39	new	scene	0	0	0	1	NEW	3	NEW+	1	1.09
n/a	n/a	40	new	scene	0	0	0	1	NEW	3	NEW+	1	1.39
n/a	n/a	41	new	scene	0	0	0	1	NEW	3	NEW+	1	1.31
n/a	n/a	42	new	scene	0	0	0	1	NEW	3	NEW+	1	1.72
n/a	n/a	43	new	scene	0	0	0	1	NEW	3	NEW+	1	4.86
n/a	n/a	44	new	scene	0	0	0	1	NEW	3	NEW+	1	3.22
n/a	n/a	45	switch	scene	1	11	1	-1	OLD	3	NEW+	0	2.11
n/a	n/a	46	new	scene	0	0	0	1	NEW	3	NEW+	1	3.97
n/a	n/a	47	new	scene	0	0	0	1	NEW	3	NEW+	1	0.92
n/a	n/a	48	stay	scene	1	8	-1	-1	OLD	-3	OLD+	1	1.03
n/a	n/a	49	new	scene	0	0	0	1	NEW	3	NEW+	1	1.26
n/a	n/a	50	new	scene	0	0	0	1	NEW	3	NEW+	1	3.51
n/a	n/a	51	stay	scene	4	17	-1	-1	OLD	2	new-	0	4.41
n/a	n/a	52	switch	scene	6	10	1	-1	OLD	3	NEW+	0	1.75
n/a	n/a	53	switch	scene	2	16	1	-1	OLD	-3	OLD+	1	1.44
n/a	n/a	54	new	scene	0	0	0	1	NEW	3	NEW+	1	2.18
n/a	n/a	55	stay	scene	1	15	-1	-1	OLD	-2	old-	1	4.43
n/a	n/a	56	switch	scene	1	2	1	-1	OLD	-2	old-	1	2.23
n/a	n/a	57	new	scene	0	0	0	1	NEW	3	NEW+	1	1.42
n/a	n/a	58	switch	scene	6	5	-1	-1	OLD	-3	OLD+	1	1.06
n/a	n/a	59	stay	scene	3	13	-1	-1	OLD	-3	OLD+	1	1.13
n/a	n/a	60	new	scene	0	0	0	1	NEW	3	NEW+	1	1.9
n/a	n/a	61	new	scene	0	0	0	1	NEW	3	NEW+	1	1.14
n/a	n/a	62	new	scene	0	0	0	1	NEW	3	NEW+	1	1.2
n/a	n/a	63	new	scene	0	0	0	1	NEW	3	NEW+	1	1.23
n/a	n/a	64	new	scene	0	0	0	1	NEW	3	NEW+	1	1.01
n/a	n/a	65	new	scene	0	0	0	1	NEW	3	NEW+	1	0.93
n/a	n/a	66	new	scene	0	0	0	1	NEW	3	NEW+	1	1.01
n/a	n/a	67	switch	scene	4	1	1	-1	OLD	-3	OLD+	1	1.64
n/a	n/a	68	switch	scene	4	9	-1	-1	OLD	3	NEW+	0	1.12
n/a	n/a	69	new	scene	0	0	0	1	NEW	3	NEW+	1	2.77
n/a	n/a	70	new	scene	0	0	0	1	NEW	3	NEW+	1	1.03
n/a	n/a	71	stay	scene	5	17	-1	-1	OLD	-3	OLD+	1	1.4
n/a	n/a	72	stay	scene	1	16	-1	-1	OLD	-3	OLD+	1	4.55
n/a	n/a	73	new	scene	0	0	0	1	NEW	-3	OLD+	0	0.98
n/a	n/a	74	stay	scene	4	7	-1	-1	OLD	-3	OLD+	1	2.75
n/a	n/a	75	switch	scene	3	17	-1	-1	OLD	-3	OLD+	1	1.05
n/a	n/a	76	new	scene	0	0	0	1	NEW	3	NEW+	1	0.96
n/a	n/a	77	switch	scene	5	1	-1	-1	OLD	-3	OLD+	1	0.96
n/a	n/a	78	new	scene	0	0	0	1	NEW	3	NEW+	1	1.15
n/a	n/a	79	switch	scene	6	13	-1	-1	OLD	-3	OLD+	1	2.12
n/a	n/a	80	new	scene	0	0	0	1	NEW	3	NEW+	1	1.14
n/a	n/a	81	new	scene	0	0	0	1	NEW	3	NEW+	1	1.03
n/a	n/a	82	switch	scene	6	7	1	-1	OLD	-3	OLD+	1	4.66
n/a	n/a	83	switch	scene	2	14	-1	-1	OLD	-3	OLD+	1	1.37
n/a	n/a	84	switch	scene	2	2	-1	-1	OLD	-3	OLD+	1	1.11
n/a	n/a	85	stay	scene	3	2	-1	-1	OLD	-3	OLD+	1	3.14
