onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	20	5	1	0	stay	scene	top	-1	-1	1	0.559	-1
40	20	5	2	0	stay	scene	top	1	1	1	0.23	3
60	20	5	3	0	stay	scene	top	-1	-1	1	0.382	-1
80	20	5	4	0	stay	scene	bottom	-1	-1	1	0.422	-1
100	20	5	5	0	stay	scene	top	1	1	1	0.222	3
120	20	5	6	0	stay	scene	bottom	1	-1	0	0.381	5
140	28	5	7	0	switch	scene	bottom	1	1	1	0.357	5
168	28	5	8	0	switch	scene	bottom	1	1	1	0.387	3
196	28	5	9	0	switch	scene	bottom	1	1	1	0.148	3
224	20	5	10	0	stay	scene	bottom	-1	-1	1	0.788	-1
244	20	5	11	0	stay	scene	bottom	1	1	1	0.436	5
264	20	5	12	0	stay	scene	bottom	1	1	1	0.243	3
284	28	5	13	0	switch	scene	top	-1	-1	1	0.354	-1
312	28	5	14	0	switch	scene	top	-1	-1	1	0.243	-1
340	28	5	15	0	switch	scene	top	-1	-1	1	0.331	-1
368	20	5	16	0	stay	scene	top	-1	-1	1	0.419	-1
388	20	5	17	0	stay	scene	top	1	0	0	0	4
408	20	5	18	0	stay	scene	bottom	-1	-1	1	0.409	-1
