onset	duration	block	trial	delay	cond	answer	resp	acc	rt	rsvp
20	16	3	1	0	faces	1	1	1	0.4	5
36	16	3	2	0	faces	1	1	1	0.214	5
52	16	3	3	0	faces	1	1	1	0.399	5
68	16	3	4	0	scenes	1	1	1	0.207	3
84	16	3	5	0	faces	-1	-1	1	0.382	-1
100	16	3	6	0	faces	-1	-1	1	0.406	-1
116	16	3	7	0	faces	1	1	1	0.302	5
132	16	3	8	0	scenes	-1	-1	1	0.397	-1
148	16	3	9	0	faces	-1	1	0	0.357	-1
164	16	3	10	0	scenes	-1	-1	1	0.301	-1
180	16	3	11	0	faces	-1	-1	1	0.477	-1
196	16	3	12	0	scenes	1	1	1	0.325	4
212	16	3	13	0	scenes	1	1	1	0.38	6
228	16	3	14	0	faces	-1	-1	1	0.412	-1
244	16	3	15	0	scenes	1	1	1	0.315	4
260	16	3	16	0	scenes	-1	-1	1	0.387	-1
276	16	3	17	0	faces	-1	-1	1	0.348	-1
292	16	3	18	0	scenes	-1	-1	1	0.571	-1
308	16	3	19	0	scenes	-1	-1	1	0.33	-1
324	16	3	20	0	scenes	-1	-1	1	0.305	-1
