onset	duration	block	trial	delay	cond	answer	resp	acc	rt	rsvp
20	16	1	1	0	faces	1	-1	0	0.462	4
36	16	1	2	0	scenes	1	1	1	0.422	6
52	16	1	3	0	scenes	-1	-1	1	0.447	-1
68	16	1	4	0	scenes	1	1	1	0.31	5
84	16	1	5	0	scenes	-1	-1	1	0.477	-1
100	16	1	6	0	scenes	-1	-1	1	0.35	-1
116	16	1	7	0	faces	-1	-1	1	0.461	-1
132	16	1	8	0	scenes	1	1	1	0.35	5
148	16	1	9	0	faces	1	1	1	0.285	3
164	16	1	10	0	scenes	-1	-1	1	0.397	-1
180	16	1	11	0	scenes	1	1	1	0.403	6
196	16	1	12	0	faces	1	1	1	0.395	6
212	16	1	13	0	faces	1	1	1	0.364	4
228	16	1	14	0	faces	-1	-1	1	0.548	-1
244	16	1	15	0	faces	1	1	1	0.307	5
260	16	1	16	0	faces	-1	1	0	0.387	-1
276	16	1	17	0	faces	1	1	1	0.354	5
292	16	1	18	0	scenes	1	1	1	0.29	3
308	16	1	19	0	faces	-1	-1	1	0.45	-1
324	16	1	20	0	scenes	1	1	1	0.361	3
