onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	28	3	1	0	switch	scene	top	-1	-1	1	0.535	-1
48	20	3	2	0	stay	scene	top	1	1	1	0.382	6
68	20	3	3	0	stay	scene	top	1	1	1	0.39	5
88	20	3	4	0	stay	scene	top	1	1	1	0.301	3
108	28	3	5	0	switch	scene	bottom	1	1	1	0.494	6
136	20	3	6	0	stay	scene	bottom	1	1	1	0.397	6
156	20	3	7	0	stay	scene	bottom	-1	-1	1	0.661	-1
176	20	3	8	0	stay	scene	top	-1	-1	1	0.388	-1
196	28	3	9	0	switch	scene	bottom	1	-1	0	0.365	6
224	20	3	10	0	stay	scene	bottom	1	1	1	0.412	6
244	28	3	11	0	switch	scene	top	-1	-1	1	0.356	-1
272	20	3	12	0	stay	scene	top	-1	-1	1	0.421	-1
292	20	3	13	0	stay	scene	bottom	-1	-1	1	0.34	-1
312	20	3	14	0	stay	scene	bottom	-1	-1	1	0.276	-1
332	20	3	15	0	stay	scene	top	-1	-1	1	0.474	-1
352	28	3	16	0	switch	scene	bottom	1	1	1	0.379	6
380	20	3	17	0	stay	scene	bottom	1	1	1	0.307	5
400	28	3	18	0	switch	scene	top	-1	-1	1	0.449	-1
