onset	duration	#	type	cat	block	trial	p2ans	p3ans	ansType	resp	conf	acc	rt
n/a	n/a	32	new	scene	0	0	0	1	NEW	3	NEW+	1	0.96
n/a	n/a	33	new	scene	0	0	0	1	NEW	3	NEW+	1	1.11
n/a	n/a	34	new	scene	0	0	0	1	NEW	2	new-	1	1.46
n/a	n/a	35	stay	scene	2	4	-1	-1	OLD	-3	OLD+	1	1.1
n/a	n/a	36	stay	scene	6	8	-1	-1	OLD	-3	OLD+	1	1.02
n/a	n/a	37	new	scene	0	0	0	1	NEW	3	NEW+	1	1.35
n/a	n/a	38	new	scene	0	0	0	1	NEW	3	NEW+	1	1.53
n/a	n/a	39	stay	scene	1	15	-1	-1	OLD	-3	OLD+	1	1.08
n/a	n/a	40	stay	scene	2	1	-1	-1	OLD	-3	OLD+	1	0.89
n/a	n/a	41	stay	scene	4	18	-1	-1	OLD	-3	OLD+	1	1.35
n/a	n/a	42	stay	scene	5	6	-1	-1	OLD	-3	OLD+	1	1.08
n/a	n/a	43	new	scene	0	0	0	1	NEW	-2	old-	0	1.94
n/a	n/a	44	new	scene	0	0	0	1	NEW	-2	old-	0	2.48
n/a	n/a	45	stay	scene	3	12	-1	-1	OLD	-3	OLD+	1	0.88
n/a	n/a	46	switch	scene	4	10	1	-1	OLD	-3	OLD+	1	0.73
n/a	n/a	47	new	scene	0	0	0	1	NEW	2	new-	1	1.1
n/a	n/a	48	switch	scene	1	2	-1	-1	OLD	-3	OLD+	1	0.91
n/a	n/a	49	new	scene	0	0	0	1	NEW	3	NEW+	1	1
n/a	n/a	50	new	scene	0	0	0	1	NEW	-2	old-	0	1.7
n/a	n/a	51	switch	scene	2	8	1	-1	OLD	-3	OLD+	1	0.95
n/a	n/a	52	stay	scene	3	2	-1	-1	OLD	-2	old-	1	1.79
n/a	n/a	53	new	scene	0	0	0	1	NEW	3	NEW+	1	1.13
n/a	n/a	54	new	scene	0	0	0	1	NEW	3	NEW+	1	1.18
n/a	n/a	55	new	scene	0	0	0	1	NEW	3	NEW+	1	1.09
n/a	n/a	56	switch	scene	6	17	-1	-1	OLD	-2	old-	1	1.64
n/a	n/a	57	new	scene	0	0	0	1	NEW	2	new-	1	2.06
n/a	n/a	58	new	scene	0	0	0	1	NEW	3	NEW+	1	0.98
n/a	n/a	59	stay	scene	2	3	-1	-1	OLD	-2	old-	1	2.04
n/a	n/a	60	new	scene	0	0	0	1	NEW	3	NEW+	1	0.89
n/a	n/a	61	switch	scene	4	2	1	-1	OLD	-3	OLD+	1	1.05
n/a	n/a	62	switch	scene	4	12	-1	-1	OLD	-3	OLD+	1	0.87
n/a	n/a	63	new	scene	0	0	0	1	NEW	2	new-	1	1.52
n/a	n/a	64	new	scene	0	0	0	1	NEW	2	new-	1	1.45
n/a	n/a	65	stay	scene	1	14	-1	-1	OLD	2	new-	0	1.8
n/a	n/a	66	new	scene	0	0	0	1	NEW	3	NEW+	1	1.01
n/a	n/a	67	switch	scene	5	10	1	-1	OLD	-3	OLD+	1	0.89
n/a	n/a	68	stay	scene	4	17	-1	-1	OLD	-3	OLD+	1	1.36
n/a	n/a	69	new	scene	0	0	0	1	NEW	2	new-	1	1.66
n/a	n/a	70	new	scene	0	0	0	1	NEW	2	new-	1	1.83
n/a	n/a	71	new	scene	0	0	0	1	NEW	3	NEW+	1	1.22
n/a	n/a	72	switch	scene	6	2	-1	-1	OLD	-3	OLD+	1	1.07
n/a	n/a	73	stay	scene	5	8	-1	-1	OLD	-3	OLD+	1	1.09
n/a	n/a	74	new	scene	0	0	0	1	NEW	2	new-	1	1.38
n/a	n/a	75	new	scene	0	0	0	1	NEW	-2	old-	0	1.33
n/a	n/a	76	new	scene	0	0	0	1	NEW	3	NEW+	1	0.95
n/a	n/a	77	new	scene	0	0	0	1	NEW	2	new-	1	1.31
n/a	n/a	78	new	scene	0	0	0	1	NEW	3	NEW+	1	0.94
n/a	n/a	79	new	scene	0	0	0	1	NEW	3	NEW+	1	0.88
n/a	n/a	80	new	scene	0	0	0	1	NEW	-3	OLD+	0	1.06
n/a	n/a	81	new	scene	0	0	0	1	NEW	3	NEW+	1	1.06
n/a	n/a	82	new	scene	0	0	0	1	NEW	3	NEW+	1	1.21
n/a	n/a	83	new	scene	0	0	0	1	NEW	3	NEW+	1	1.07
n/a	n/a	84	new	scene	0	0	0	1	NEW	3	NEW+	1	0.78
n/a	n/a	85	new	scene	0	0	0	1	NEW	3	NEW+	1	1.22
n/a	n/a	86	new	scene	0	0	0	1	NEW	3	NEW+	1	0.91
n/a	n/a	87	switch	scene	2	18	1	-1	OLD	-3	OLD+	1	1.47
n/a	n/a	88	new	scene	0	0	0	1	NEW	3	NEW+	1	0.98
n/a	n/a	89	new	scene	0	0	0	1	NEW	2	new-	1	1.36
n/a	n/a	90	switch	scene	1	8	-1	-1	OLD	-3	OLD+	1	1.24
n/a	n/a	91	new	scene	0	0	0	1	NEW	2	new-	1	0.98
n/a	n/a	92	stay	scene	3	15	-1	-1	OLD	3	NEW+	0	1.21
n/a	n/a	93	new	scene	0	0	0	1	NEW	3	NEW+	1	1.26
n/a	n/a	94	new	scene	0	0	0	1	NEW	3	NEW+	1	0.98
n/a	n/a	95	new	scene	0	0	0	1	NEW	3	NEW+	1	0.84
n/a	n/a	96	new	scene	0	0	0	1	NEW	3	NEW+	1	0.93
n/a	n/a	97	stay	scene	1	4	-1	-1	OLD	3	NEW+	0	0.79
n/a	n/a	98	new	scene	0	0	0	1	NEW	2	new-	1	1.21
n/a	n/a	99	new	scene	0	0	0	1	NEW	3	NEW+	1	1.06
n/a	n/a	100	switch	scene	3	4	1	-1	OLD	-2	old-	1	1.3
n/a	n/a	101	new	scene	0	0	0	1	NEW	-3	OLD+	0	0.88
n/a	n/a	102	stay	scene	3	18	-1	-1	OLD	2	new-	0	1.08
n/a	n/a	103	new	scene	0	0	0	1	NEW	2	new-	1	1.14
n/a	n/a	104	stay	scene	4	8	-1	-1	OLD	-3	OLD+	1	1.11
n/a	n/a	105	new	scene	0	0	0	1	NEW	-2	old-	0	1.14
n/a	n/a	106	stay	scene	4	14	-1	-1	OLD	-3	OLD+	1	0.95
n/a	n/a	107	stay	scene	3	1	-1	-1	OLD	-3	OLD+	1	1.03
n/a	n/a	108	switch	scene	5	4	1	-1	OLD	-3	OLD+	1	1.06
n/a	n/a	109	new	scene	0	0	0	1	NEW	2	new-	1	1.12
n/a	n/a	110	new	scene	0	0	0	1	NEW	2	new-	1	1.07
n/a	n/a	111	new	scene	0	0	0	1	NEW	2	new-	1	1.02
n/a	n/a	112	new	scene	0	0	0	1	NEW	2	new-	1	0.85
n/a	n/a	113	switch	scene	5	11	-1	-1	OLD	-3	OLD+	1	1.2
n/a	n/a	114	new	scene	0	0	0	1	NEW	-2	old-	0	1.17
n/a	n/a	115	switch	scene	3	5	-1	-1	OLD	-3	OLD+	1	0.93
n/a	n/a	116	stay	scene	5	2	-1	-1	OLD	-3	OLD+	1	0.82
n/a	n/a	117	stay	scene	2	6	-1	-1	OLD	-3	OLD+	1	1.15
n/a	n/a	118	switch	scene	1	18	1	-1	OLD	-2	old-	1	1.36
n/a	n/a	119	switch	scene	1	5	-1	-1	OLD	2	new-	0	1.46
n/a	n/a	120	switch	scene	4	11	1	-1	OLD	-3	OLD+	1	1.05
n/a	n/a	121	switch	scene	6	9	1	-1	OLD	-3	OLD+	1	0.81
n/a	n/a	122	stay	scene	3	3	-1	-1	OLD	-3	OLD+	1	1.24
n/a	n/a	123	new	scene	0	0	0	1	NEW	2	new-	1	1.3
n/a	n/a	124	stay	scene	6	13	-1	-1	OLD	-3	OLD+	1	1.1
n/a	n/a	125	switch	scene	3	7	1	-1	OLD	-3	OLD+	1	0.74
n/a	n/a	126	new	scene	0	0	0	1	NEW	2	new-	1	1.2
n/a	n/a	127	new	scene	0	0	0	1	NEW	2	new-	1	1.38
n/a	n/a	128	switch	scene	1	1	1	-1	OLD	-2	old-	1	1.55
n/a	n/a	129	switch	scene	6	12	-1	-1	OLD	-3	OLD+	1	0.81
n/a	n/a	130	switch	scene	4	4	-1	-1	OLD	-2	old-	1	1.6
n/a	n/a	131	switch	scene	3	13	1	-1	OLD	2	new-	0	1.28
n/a	n/a	132	new	scene	0	0	0	1	NEW	3	NEW+	1	1.23
n/a	n/a	133	new	scene	0	0	0	1	NEW	3	NEW+	1	1.23
n/a	n/a	134	new	scene	0	0	0	1	NEW	3	NEW+	1	0.99
n/a	n/a	135	stay	scene	1	12	-1	-1	OLD	2	new-	0	1.6
n/a	n/a	136	stay	scene	6	18	-1	-1	OLD	3	NEW+	0	1.89
n/a	n/a	137	new	scene	0	0	0	1	NEW	2	new-	1	2.16
n/a	n/a	138	new	scene	0	0	0	1	NEW	2	new-	1	1.46
n/a	n/a	139	stay	scene	4	16	-1	-1	OLD	-3	OLD+	1	0.86
n/a	n/a	140	new	scene	0	0	0	1	NEW	3	NEW+	1	1.31
n/a	n/a	141	stay	scene	5	15	-1	-1	OLD	3	NEW+	0	1.07
n/a	n/a	142	switch	scene	2	12	-1	-1	OLD	3	NEW+	0	0.93
n/a	n/a	143	switch	scene	6	15	1	-1	OLD	-3	OLD+	1	0.73
n/a	n/a	144	switch	scene	2	14	-1	-1	OLD	-3	OLD+	1	1.29
