filename	acq_time
func/sub-04_task-phase1_run-01_bold.nii.gz	08:33:11.332500
func/sub-04_task-phase1_run-02_bold.nii.gz	08:39:14.862500
func/sub-04_task-phase1_run-03_bold.nii.gz	08:45:19.755000
func/sub-04_task-phase1_run-04_bold.nii.gz	08:51:26.992500
func/sub-04_task-phase2_run-01_bold.nii.gz	08:58:58.027500
func/sub-04_task-phase2_run-02_bold.nii.gz	09:06:31.805000
func/sub-04_task-phase2_run-03_bold.nii.gz	09:14:12.807500
func/sub-04_task-phase2_run-04_bold.nii.gz	09:21:47.005000
func/sub-04_task-phase2_run-05_bold.nii.gz	09:29:23.867500
func/sub-04_task-phase2_run-06_bold.nii.gz	09:37:7.712500
anat/sub-04_T1w.nii.gz	09:47:3.082500
