onset	duration	block	trial	delay	cond	answer	resp	acc	rt	rsvp
20	16	3	1	0	faces	-1	-1	1	0.462	-1
36	16	3	2	0	scenes	1	1	1	0.423	6
52	16	3	3	0	scenes	1	1	1	0.806	4
68	16	3	4	0	faces	-1	-1	1	0.359	-1
84	16	3	5	0	faces	1	-1	0	0.35	3
100	16	3	6	0	faces	-1	-1	1	0.494	-1
116	16	3	7	0	faces	1	1	1	0.341	6
132	16	3	8	0	scenes	-1	-1	1	0.469	-1
148	16	3	9	0	faces	1	1	1	0.237	3
164	16	3	10	0	faces	1	1	1	0.485	6
180	16	3	11	0	scenes	1	1	1	0.499	4
196	16	3	12	0	scenes	-1	-1	1	0.516	-1
212	16	3	13	0	faces	-1	-1	1	0.339	-1
228	16	3	14	0	scenes	-1	-1	1	0.332	-1
244	16	3	15	0	faces	-1	-1	1	0.482	-1
260	16	3	16	0	faces	-1	-1	1	0.459	-1
276	16	3	17	0	scenes	-1	-1	1	0.45	-1
292	16	3	18	0	scenes	1	1	1	0.402	5
308	16	3	19	0	scenes	-1	-1	1	0.522	-1
324	16	3	20	0	scenes	-1	-1	1	0.394	-1
