onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	20	4	1	0	stay	scene	top	-1	-1	1	0.432	-1
40	20	4	2	0	stay	scene	top	-1	-1	1	0.431	-1
60	20	4	3	0	stay	scene	bottom	-1	-1	1	0.518	-1
80	20	4	4	0	stay	scene	top	1	1	1	0.447	5
100	20	4	5	0	stay	scene	bottom	-1	-1	1	0.415	-1
120	28	4	6	0	switch	scene	bottom	-1	1	0	0.446	-1
148	28	4	7	0	switch	scene	top	1	1	1	0.374	3
176	28	4	8	0	switch	scene	bottom	-1	-1	1	0.525	-1
204	20	4	9	0	stay	scene	bottom	-1	-1	1	0.492	-1
224	28	4	10	0	switch	scene	top	1	1	1	0.54	6
252	20	4	11	0	stay	scene	top	1	0	0	0	3
272	20	4	12	0	stay	scene	top	-1	-1	1	0.637	-1
292	20	4	13	0	stay	scene	bottom	1	1	1	0.315	3
312	20	4	14	0	stay	scene	bottom	1	1	1	0.403	4
332	20	4	15	0	stay	scene	top	1	1	1	0.37	3
352	28	4	16	0	switch	scene	top	1	1	1	0.354	4
380	28	4	17	0	switch	scene	bottom	-1	1	0	0.441	-1
408	20	4	18	0	stay	scene	bottom	1	1	1	0.379	5
