onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	20	2	1	0	stay	scene	bottom	-1	-1	1	0.328	-1
40	20	2	2	0	stay	scene	top	1	1	1	0.335	3
60	20	2	3	0	stay	scene	bottom	1	1	1	0.231	4
80	20	2	4	0	stay	scene	bottom	1	1	1	0.48	4
100	28	2	5	0	switch	scene	bottom	-1	-1	1	0.478	-1
128	28	2	6	0	switch	scene	bottom	-1	-1	1	0.399	-1
156	28	2	7	0	switch	scene	top	1	-1	0	0.471	6
184	28	2	8	0	switch	scene	bottom	-1	-1	1	0.374	-1
212	20	2	9	0	stay	scene	top	-1	-1	1	0.407	-1
232	28	2	10	0	switch	scene	top	1	1	1	0.348	3
260	20	2	11	0	stay	scene	top	1	1	1	0.597	5
280	20	2	12	0	stay	scene	bottom	-1	-1	1	0.445	-1
300	20	2	13	0	stay	scene	bottom	-1	1	0	0.389	-1
320	20	2	14	0	stay	scene	top	1	1	1	0.396	4
340	20	2	15	0	stay	scene	top	-1	-1	1	0.411	-1
360	20	2	16	0	stay	scene	bottom	1	1	1	0.355	5
380	28	2	17	0	switch	scene	top	1	1	1	0.274	3
408	20	2	18	0	stay	scene	top	-1	-1	1	0.81	-1
