onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	28	6	1	0	switch	scene	bottom	-1	-1	1	0.423	-1
48	20	6	2	0	stay	scene	bottom	1	1	1	0.496	6
68	20	6	3	0	stay	scene	top	1	1	1	0.48	5
88	20	6	4	0	stay	scene	top	1	1	1	0.553	5
108	20	6	5	0	stay	scene	bottom	-1	-1	1	0.376	-1
128	28	6	6	0	switch	scene	bottom	-1	-1	1	0.343	-1
156	20	6	7	0	stay	scene	top	1	1	1	0.455	6
176	20	6	8	0	stay	scene	bottom	1	1	1	0.447	4
196	20	6	9	0	stay	scene	top	-1	-1	1	0.478	-1
216	20	6	10	0	stay	scene	bottom	-1	-1	1	0.398	-1
236	28	6	11	0	switch	scene	top	1	-1	0	0.261	3
264	28	6	12	0	switch	scene	top	1	1	1	0.468	3
292	20	6	13	0	stay	scene	top	-1	-1	1	0.492	-1
312	20	6	14	0	stay	scene	bottom	-1	-1	1	0.413	-1
332	20	6	15	0	stay	scene	top	-1	-1	1	0.436	-1
352	28	6	16	0	switch	scene	top	1	1	1	0.49	5
380	20	6	17	0	stay	scene	bottom	1	1	1	0.516	6
400	28	6	18	0	switch	scene	bottom	-1	-1	1	0.419	-1
