onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	20	1	1	0	stay	scene	top	-1	-1	1	0.448	-1
40	28	1	2	0	switch	scene	top	-1	-1	1	0.542	-1
68	20	1	3	0	stay	scene	bottom	-1	1	0	0.59	-1
88	20	1	4	0	stay	scene	bottom	1	1	1	0.494	5
108	20	1	5	0	stay	scene	top	-1	-1	1	0.558	-1
128	28	1	6	0	switch	scene	bottom	1	-1	0	0.502	5
156	20	1	7	0	stay	scene	top	1	1	1	0.493	6
176	20	1	8	0	stay	scene	bottom	-1	-1	1	0.477	-1
196	20	1	9	0	stay	scene	bottom	1	1	1	0.421	6
216	20	1	10	0	stay	scene	top	1	1	1	0.356	6
236	28	1	11	0	switch	scene	top	-1	-1	1	0.404	-1
264	20	1	12	0	stay	scene	bottom	1	-1	0	0.357	3
284	28	1	13	0	switch	scene	top	-1	1	0	0.548	-1
312	20	1	14	0	stay	scene	bottom	-1	-1	1	0.42	-1
332	28	1	15	0	switch	scene	bottom	1	1	1	0.331	4
360	20	1	16	0	stay	scene	top	1	1	1	0.355	3
380	28	1	17	0	switch	scene	bottom	1	1	1	0.427	6
408	20	1	18	0	stay	scene	top	-1	-1	1	0.457	-1
