onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	20	5	1	0	stay	scene	bottom	-1	-1	1	0.609	-1
40	28	5	2	0	switch	scene	top	-1	-1	1	0.343	-1
68	20	5	3	0	stay	scene	bottom	-1	-1	1	0.527	-1
88	20	5	4	0	stay	scene	bottom	1	1	1	0.527	5
108	20	5	5	0	stay	scene	bottom	1	1	1	0.47	6
128	20	5	6	0	stay	scene	top	1	1	1	0.494	6
148	28	5	7	0	switch	scene	bottom	1	-1	0	0.429	5
176	28	5	8	0	switch	scene	bottom	1	-1	0	0.43	3
204	20	5	9	0	stay	scene	top	-1	0	0	0	-1
224	20	5	10	0	stay	scene	top	1	-1	0	0.711	3
244	20	5	11	0	stay	scene	top	1	1	1	0.461	5
264	20	5	12	0	stay	scene	top	-1	-1	1	0.484	-1
284	20	5	13	0	stay	scene	top	-1	-1	1	0.46	-1
304	28	5	14	0	switch	scene	top	-1	-1	1	0.492	-1
332	28	5	15	0	switch	scene	bottom	1	-1	0	0.483	3
360	20	5	16	0	stay	scene	bottom	-1	-1	1	0.564	-1
380	20	5	17	0	stay	scene	bottom	1	1	1	0.348	3
400	28	5	18	0	switch	scene	top	-1	-1	1	0.476	-1
