onset	duration	block	trial	delay	cond	answer	resp	acc	rt	rsvp
20	16	3	1	0	scenes	-1	-1	1	0.535	-1
36	16	3	2	0	scenes	1	1	1	0.526	6
52	16	3	3	0	faces	-1	-1	1	0.591	-1
68	16	3	4	0	scenes	-1	-1	1	0.55	-1
84	16	3	5	0	faces	1	1	1	0.446	3
100	16	3	6	0	faces	-1	-1	1	0.742	-1
116	16	3	7	0	scenes	-1	0	0	0	-1
132	16	3	8	0	faces	-1	-1	1	0.654	-1
148	16	3	9	0	faces	-1	-1	1	0.493	-1
164	16	3	10	0	faces	1	1	1	0.789	6
180	16	3	11	0	faces	1	1	1	0.484	6
196	16	3	12	0	scenes	-1	-1	1	0.596	-1
212	16	3	13	0	scenes	1	1	1	0.525	3
228	16	3	14	0	scenes	-1	-1	1	0.54	-1
244	16	3	15	0	faces	-1	1	0	0.556	-1
260	16	3	16	0	faces	-1	-1	1	0.563	-1
276	16	3	17	0	scenes	1	-1	0	0.571	5
292	16	3	18	0	scenes	1	1	1	0.555	3
308	16	3	19	0	faces	1	1	1	0.755	6
324	16	3	20	0	scenes	-1	1	0	0.451	-1
