onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	28	6	1	0	switch	scene	top	1	1	1	0.35	4
48	20	6	2	0	stay	scene	top	1	1	1	0.488	5
68	28	6	3	0	switch	scene	top	1	-1	0	0.582	4
96	20	6	4	0	stay	scene	bottom	1	1	1	0.479	3
116	20	6	5	0	stay	scene	top	-1	-1	1	0.439	-1
136	28	6	6	0	switch	scene	bottom	-1	-1	1	0.541	-1
164	20	6	7	0	stay	scene	bottom	-1	1	0	0.741	-1
184	28	6	8	0	switch	scene	top	1	-1	0	0.438	4
212	20	6	9	0	stay	scene	bottom	-1	-1	1	0.476	-1
232	20	6	10	0	stay	scene	top	1	-1	0	0.397	6
252	28	6	11	0	switch	scene	bottom	-1	-1	1	0.419	-1
280	20	6	12	0	stay	scene	top	1	1	1	0.444	4
300	20	6	13	0	stay	scene	top	-1	-1	1	0.405	-1
320	20	6	14	0	stay	scene	bottom	1	1	1	0.355	4
340	20	6	15	0	stay	scene	bottom	1	1	1	0.476	6
360	28	6	16	0	switch	scene	bottom	-1	-1	1	0.451	-1
388	20	6	17	0	stay	scene	top	-1	1	0	0.38	-1
408	20	6	18	0	stay	scene	bottom	-1	1	0	0.315	-1
