onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	20	2	1	0	stay	scene	bottom	-1	-1	1	0.577	-1
40	20	2	2	0	stay	scene	top	-1	-1	1	0.513	-1
60	20	2	3	0	stay	scene	top	1	-1	0	0.689	3
80	20	2	4	0	stay	scene	top	1	1	1	0.504	4
100	28	2	5	0	switch	scene	bottom	-1	-1	1	0.567	-1
128	20	2	6	0	stay	scene	bottom	1	0	0	0	6
148	20	2	7	0	stay	scene	bottom	-1	1	0	0.534	-1
168	20	2	8	0	stay	scene	top	-1	-1	1	0.591	-1
188	20	2	9	0	stay	scene	bottom	-1	-1	1	0.534	-1
208	28	2	10	0	switch	scene	top	1	1	1	0.43	3
236	28	2	11	0	switch	scene	top	1	1	1	0.508	3
264	20	2	12	0	stay	scene	bottom	1	1	1	0.581	4
284	20	2	13	0	stay	scene	top	1	1	1	0.581	5
304	28	2	14	0	switch	scene	top	1	-1	0	0.5	6
332	28	2	15	0	switch	scene	bottom	-1	-1	1	0.389	-1
360	28	2	16	0	switch	scene	bottom	-1	-1	1	0.403	-1
388	20	2	17	0	stay	scene	top	-1	1	0	0.517	-1
408	20	2	18	0	stay	scene	bottom	1	1	1	0.452	5
