onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	20	3	1	0	stay	scene	top	1	1	1	0.592	6
40	28	3	2	0	switch	scene	bottom	1	1	1	0.463	3
68	20	3	3	0	stay	scene	bottom	-1	1	0	0.584	-1
88	28	3	4	0	switch	scene	bottom	1	1	1	0.542	6
116	20	3	5	0	stay	scene	bottom	1	-1	0	0.711	3
136	28	3	6	0	switch	scene	top	-1	-1	1	0.551	-1
164	20	3	7	0	stay	scene	bottom	1	1	1	0.43	6
184	20	3	8	0	stay	scene	top	-1	1	0	0.391	-1
204	20	3	9	0	stay	scene	bottom	-1	-1	1	0.535	-1
224	20	3	10	0	stay	scene	bottom	-1	-1	1	0.494	-1
244	20	3	11	0	stay	scene	top	1	1	1	0.582	3
264	28	3	12	0	switch	scene	top	-1	-1	1	0.365	-1
292	20	3	13	0	stay	scene	top	-1	-1	1	0.581	-1
312	20	3	14	0	stay	scene	top	-1	1	0	0.628	-1
332	20	3	15	0	stay	scene	top	1	1	1	0.372	3
352	28	3	16	0	switch	scene	bottom	1	1	1	0.388	3
380	20	3	17	0	stay	scene	bottom	1	1	1	0.405	5
400	28	3	18	0	switch	scene	top	-1	-1	1	0.483	-1
