onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	20	4	1	0	stay	scene	top	1	1	1	0.376	5
40	28	4	2	0	switch	scene	bottom	-1	-1	1	0.487	-1
68	20	4	3	0	stay	scene	top	-1	-1	1	0.585	-1
88	20	4	4	0	stay	scene	top	1	1	1	0.447	6
108	28	4	5	0	switch	scene	bottom	-1	-1	1	0.87	-1
136	20	4	6	0	stay	scene	top	-1	-1	1	0.88	-1
156	20	4	7	0	stay	scene	bottom	-1	-1	1	0.51	-1
176	28	4	8	0	switch	scene	bottom	-1	-1	1	0.39	-1
204	20	4	9	0	stay	scene	top	1	-1	0	0.509	5
224	28	4	10	0	switch	scene	top	1	1	1	0.341	3
252	28	4	11	0	switch	scene	top	1	-1	0	0.397	6
280	20	4	12	0	stay	scene	bottom	1	1	1	0.444	4
300	20	4	13	0	stay	scene	top	-1	-1	1	0.461	-1
320	20	4	14	0	stay	scene	bottom	1	1	1	0.493	5
340	28	4	15	0	switch	scene	top	1	1	1	0.445	3
368	20	4	16	0	stay	scene	bottom	-1	-1	1	0.459	-1
388	20	4	17	0	stay	scene	bottom	-1	-1	1	0.492	-1
408	20	4	18	0	stay	scene	bottom	1	1	1	0.403	3
