onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	20	2	1	0	stay	scene	top	-1	-1	1	0.561	-1
40	20	2	2	0	stay	scene	top	1	1	1	0.401	4
60	20	2	3	0	stay	scene	top	1	1	1	0.824	3
80	20	2	4	0	stay	scene	bottom	1	1	1	0.488	6
100	28	2	5	0	switch	scene	top	1	1	1	0.462	5
128	28	2	6	0	switch	scene	bottom	-1	1	0	0.669	-1
156	20	2	7	0	stay	scene	bottom	1	1	1	0.486	3
176	20	2	8	0	stay	scene	bottom	-1	1	0	0.494	-1
196	20	2	9	0	stay	scene	top	1	1	1	0.461	4
216	28	2	10	0	switch	scene	top	1	1	1	0.532	4
244	20	2	11	0	stay	scene	bottom	-1	1	0	0.637	-1
264	20	2	12	0	stay	scene	bottom	-1	0	0	0	-1
284	28	2	13	0	switch	scene	bottom	-1	-1	1	0.507	-1
312	20	2	14	0	stay	scene	top	-1	1	0	0.38	-1
332	28	2	15	0	switch	scene	top	1	-1	0	0.403	5
360	20	2	16	0	stay	scene	bottom	1	1	1	0.371	6
380	28	2	17	0	switch	scene	bottom	-1	-1	1	0.321	-1
408	20	2	18	0	stay	scene	top	-1	0	0	0	-1
