onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	20	3	1	0	stay	scene	top	-1	-1	1	0.641	-1
40	28	3	2	0	switch	scene	top	-1	-1	1	0.703	-1
68	20	3	3	0	stay	scene	bottom	-1	-1	1	0.255	-1
88	28	3	4	0	switch	scene	bottom	1	-1	0	0.407	5
116	28	3	5	0	switch	scene	top	-1	1	0	0.462	-1
144	20	3	6	0	stay	scene	bottom	-1	-1	1	0.398	-1
164	20	3	7	0	stay	scene	top	-1	-1	1	0.392	-1
184	28	3	8	0	switch	scene	bottom	1	-1	0	0.407	3
212	20	3	9	0	stay	scene	top	1	1	1	0.454	6
232	20	3	10	0	stay	scene	bottom	1	1	1	0.429	4
252	28	3	11	0	switch	scene	bottom	1	1	1	0.421	4
280	20	3	12	0	stay	scene	bottom	-1	1	0	0.469	-1
300	20	3	13	0	stay	scene	top	-1	-1	1	0.852	-1
320	28	3	14	0	switch	scene	top	-1	-1	1	0.492	-1
348	20	3	15	0	stay	scene	bottom	1	1	1	0.539	5
368	20	3	16	0	stay	scene	top	1	1	1	0.413	4
388	20	3	17	0	stay	scene	bottom	1	1	1	0.468	6
408	20	3	18	0	stay	scene	top	1	1	1	0.699	3
