onset	duration	#	type	cat	block	trial	p2ans	p3ans	ansType	resp	conf	acc	rt
n/a	n/a	1	switch	scene	6	10	1	-1	OLD	3	NEW+	0	3.29
n/a	n/a	2	new	scene	0	0	0	1	NEW	3	NEW+	1	2.75
n/a	n/a	3	new	scene	0	0	0	1	NEW	3	NEW+	1	2.38
n/a	n/a	4	new	scene	0	0	0	1	NEW	3	NEW+	1	2.33
n/a	n/a	5	new	scene	0	0	0	1	NEW	2	new-	1	2.96
n/a	n/a	6	switch	scene	1	9	1	-1	OLD	-3	OLD+	1	2.64
n/a	n/a	7	new	scene	0	0	0	1	NEW	3	NEW+	1	2.31
n/a	n/a	8	stay	scene	5	8	-1	-1	OLD	2	new-	0	2.29
n/a	n/a	9	switch	scene	4	9	-1	-1	OLD	3	NEW+	0	2.47
n/a	n/a	10	switch	scene	5	2	-1	-1	OLD	-3	OLD+	1	3.3
n/a	n/a	11	switch	scene	6	7	-1	-1	OLD	-3	OLD+	1	1.79
n/a	n/a	12	switch	scene	4	13	1	-1	OLD	-3	OLD+	1	1.84
n/a	n/a	13	stay	scene	3	6	-1	-1	OLD	-2	old-	1	2.61
n/a	n/a	14	new	scene	0	0	0	1	NEW	2	new-	1	2.74
n/a	n/a	15	new	scene	0	0	0	1	NEW	3	NEW+	1	1.9
n/a	n/a	16	switch	scene	5	18	-1	-1	OLD	-3	OLD+	1	1.89
n/a	n/a	17	new	scene	0	0	0	1	NEW	2	new-	1	3.3
n/a	n/a	18	new	scene	0	0	0	1	NEW	2	new-	1	3.62
n/a	n/a	19	stay	scene	1	6	-1	-1	OLD	-2	old-	1	2.15
n/a	n/a	20	new	scene	0	0	0	1	NEW	-2	old-	0	3.51
n/a	n/a	21	new	scene	0	0	0	1	NEW	2	new-	1	2.63
n/a	n/a	22	new	scene	0	0	0	1	NEW	2	new-	1	3.18
n/a	n/a	23	new	scene	0	0	0	1	NEW	3	NEW+	1	2.09
n/a	n/a	24	new	scene	0	0	0	1	NEW	3	NEW+	1	2.26
n/a	n/a	25	stay	scene	2	11	-1	-1	OLD	-3	OLD+	1	2.26
n/a	n/a	26	new	scene	0	0	0	1	NEW	3	NEW+	1	1.93
n/a	n/a	27	stay	scene	6	17	-1	-1	OLD	-2	old-	1	2.9
n/a	n/a	28	new	scene	0	0	0	1	NEW	-2	old-	0	2.76
