onset	duration	#	type	cat	block	trial	p2ans	p3ans	ansType	resp	conf	acc	rt
n/a	n/a	1	new	scene	0	0	0	1	NEW	3	NEW+	1	3.01
n/a	n/a	2	new	scene	0	0	0	1	NEW	-2	old-	0	2.95
n/a	n/a	3	stay	scene	3	4	-1	-1	OLD	-3	OLD+	1	2.64
n/a	n/a	4	new	scene	0	0	0	1	NEW	2	new-	1	2.35
n/a	n/a	5	new	scene	0	0	0	1	NEW	-2	old-	0	1.85
n/a	n/a	6	stay	scene	1	17	-1	-1	OLD	-3	OLD+	1	2.17
n/a	n/a	7	new	scene	0	0	0	1	NEW	3	NEW+	1	2.98
n/a	n/a	8	stay	scene	1	11	-1	-1	OLD	-2	old-	1	2.19
n/a	n/a	9	stay	scene	1	4	-1	-1	OLD	-3	OLD+	1	2.51
n/a	n/a	10	new	scene	0	0	0	1	NEW	3	NEW+	1	2.28
n/a	n/a	11	stay	scene	5	4	-1	-1	OLD	-3	OLD+	1	1.7
n/a	n/a	12	stay	scene	1	1	-1	-1	OLD	-3	OLD+	1	1.57
n/a	n/a	13	new	scene	0	0	0	1	NEW	-2	old-	0	2.59
n/a	n/a	14	new	scene	0	0	0	1	NEW	2	new-	1	2.03
n/a	n/a	15	stay	scene	6	14	-1	-1	OLD	-3	OLD+	1	1.77
n/a	n/a	16	switch	scene	6	3	1	-1	OLD	-3	OLD+	1	1.5
n/a	n/a	17	switch	scene	3	7	-1	-1	OLD	-3	OLD+	1	1.78
n/a	n/a	18	switch	scene	5	14	1	-1	OLD	-3	OLD+	1	1.34
n/a	n/a	19	stay	scene	2	1	-1	-1	OLD	-2	old-	1	2.11
n/a	n/a	20	switch	scene	3	9	1	-1	OLD	-3	OLD+	1	1.22
n/a	n/a	21	new	scene	0	0	0	1	NEW	-2	old-	0	3.01
n/a	n/a	22	new	scene	0	0	0	1	NEW	2	new-	1	1.52
n/a	n/a	23	new	scene	0	0	0	1	NEW	3	NEW+	1	1.22
n/a	n/a	24	stay	scene	3	3	-1	-1	OLD	-3	OLD+	1	1.85
n/a	n/a	25	stay	scene	4	3	-1	-1	OLD	-3	OLD+	1	1.33
n/a	n/a	26	stay	scene	6	5	-1	-1	OLD	-3	OLD+	1	1.05
n/a	n/a	27	switch	scene	4	17	-1	-1	OLD	-3	OLD+	1	1.1
n/a	n/a	28	new	scene	0	0	0	1	NEW	2	new-	1	1.82
n/a	n/a	29	stay	scene	6	13	-1	-1	OLD	-3	OLD+	1	1.08
n/a	n/a	30	switch	scene	6	2	-1	-1	OLD	-3	OLD+	1	1.03
n/a	n/a	31	new	scene	0	0	0	1	NEW	2	new-	1	1.5
n/a	n/a	32	new	scene	0	0	0	1	NEW	3	NEW+	1	1.42
n/a	n/a	33	switch	scene	2	10	1	-1	OLD	-2	old-	1	1.73
n/a	n/a	34	switch	scene	1	15	1	-1	OLD	-3	OLD+	1	1.45
n/a	n/a	35	stay	scene	5	9	-1	-1	OLD	-3	OLD+	1	0.93
n/a	n/a	36	new	scene	0	0	0	1	NEW	-3	OLD+	0	2.02
n/a	n/a	37	switch	scene	6	4	1	-1	OLD	-3	OLD+	1	1.17
n/a	n/a	38	new	scene	0	0	0	1	NEW	2	new-	1	1.59
n/a	n/a	39	new	scene	0	0	0	1	NEW	-2	old-	0	1.41
n/a	n/a	40	new	scene	0	0	0	1	NEW	-2	old-	0	1.54
n/a	n/a	41	switch	scene	4	5	1	-1	OLD	-2	old-	1	1.65
n/a	n/a	42	switch	scene	1	5	1	-1	OLD	-3	OLD+	1	1.49
n/a	n/a	43	new	scene	0	0	0	1	NEW	2	new-	1	1.53
n/a	n/a	44	stay	scene	2	18	-1	-1	OLD	-3	OLD+	1	1.61
n/a	n/a	45	new	scene	0	0	0	1	NEW	2	new-	1	1.29
n/a	n/a	46	stay	scene	4	10	-1	-1	OLD	-3	OLD+	1	1.07
n/a	n/a	47	new	scene	0	0	0	1	NEW	-2	old-	0	2.3
n/a	n/a	48	new	scene	0	0	0	1	NEW	3	NEW+	1	1.23
n/a	n/a	49	stay	scene	3	8	-1	-1	OLD	-3	OLD+	1	1.55
n/a	n/a	50	new	scene	0	0	0	1	NEW	2	new-	1	2.04
n/a	n/a	51	new	scene	0	0	0	1	NEW	2	new-	1	1.36
n/a	n/a	52	new	scene	0	0	0	1	NEW	2	new-	1	1.97
n/a	n/a	53	new	scene	0	0	0	1	NEW	3	NEW+	1	1.06
n/a	n/a	54	new	scene	0	0	0	1	NEW	3	NEW+	1	1.01
n/a	n/a	55	switch	scene	2	3	1	-1	OLD	-3	OLD+	1	1.34
n/a	n/a	56	new	scene	0	0	0	1	NEW	2	new-	1	1.32
n/a	n/a	57	new	scene	0	0	0	1	NEW	2	new-	1	2.01
n/a	n/a	58	switch	scene	5	8	-1	-1	OLD	-3	OLD+	1	2.18
n/a	n/a	59	stay	scene	5	6	-1	-1	OLD	-3	OLD+	1	1.15
n/a	n/a	60	stay	scene	2	9	-1	-1	OLD	-3	OLD+	1	1.55
n/a	n/a	61	switch	scene	4	13	1	-1	OLD	2	new-	0	1.79
n/a	n/a	62	new	scene	0	0	0	1	NEW	2	new-	1	1.52
n/a	n/a	63	new	scene	0	0	0	1	NEW	3	NEW+	1	2.03
n/a	n/a	64	new	scene	0	0	0	1	NEW	2	new-	1	1.66
n/a	n/a	65	new	scene	0	0	0	1	NEW	3	NEW+	1	1.83
n/a	n/a	66	new	scene	0	0	0	1	NEW	2	new-	1	1.84
n/a	n/a	67	new	scene	0	0	0	1	NEW	3	NEW+	1	1.55
n/a	n/a	68	switch	scene	5	13	1	-1	OLD	-2	old-	1	2.38
n/a	n/a	69	new	scene	0	0	0	1	NEW	-2	old-	0	1.68
n/a	n/a	70	new	scene	0	0	0	1	NEW	2	new-	1	1.41
