onset	duration	#	type	cat	block	trial	p2ans	p3ans	ansType	resp	conf	acc	rt
n/a	n/a	71	new	scene	0	0	0	1	NEW	3	NEW+	1	1.43
n/a	n/a	72	stay	scene	4	11	-1	-1	OLD	2	new-	0	1.4
n/a	n/a	73	stay	scene	3	11	-1	-1	OLD	2	new-	0	0.02
n/a	n/a	74	switch	scene	5	3	-1	-1	OLD	-3	OLD+	1	1.97
n/a	n/a	75	new	scene	0	0	0	1	NEW	-2	old-	0	1.58
n/a	n/a	76	switch	scene	6	12	-1	-1	OLD	-3	OLD+	1	1.47
n/a	n/a	77	switch	scene	5	1	1	-1	OLD	3	NEW+	0	1.08
n/a	n/a	78	new	scene	0	0	0	1	NEW	2	new-	1	1.27
n/a	n/a	79	switch	scene	2	6	-1	-1	OLD	2	new-	0	1.89
n/a	n/a	80	stay	scene	2	14	-1	-1	OLD	-2	old-	1	1.32
n/a	n/a	81	stay	scene	2	11	-1	-1	OLD	-3	OLD+	1	1.64
n/a	n/a	82	stay	scene	5	17	-1	-1	OLD	-3	OLD+	1	1.57
n/a	n/a	83	new	scene	0	0	0	1	NEW	-2	old-	0	1.83
n/a	n/a	84	stay	scene	4	7	-1	-1	OLD	-3	OLD+	1	1.56
n/a	n/a	85	switch	scene	3	5	1	-1	OLD	-3	OLD+	1	1.48
n/a	n/a	86	switch	scene	3	10	1	-1	OLD	-3	OLD+	1	1.04
n/a	n/a	87	switch	scene	1	9	-1	-1	OLD	-3	OLD+	1	0.92
n/a	n/a	88	new	scene	0	0	0	1	NEW	2	new-	1	1.89
n/a	n/a	89	new	scene	0	0	0	1	NEW	2	new-	1	1.29
n/a	n/a	90	switch	scene	3	14	-1	-1	OLD	-3	OLD+	1	1.44
n/a	n/a	91	switch	scene	2	13	-1	-1	OLD	-3	OLD+	1	1.43
n/a	n/a	92	switch	scene	1	6	-1	-1	OLD	-3	OLD+	1	1.98
n/a	n/a	93	new	scene	0	0	0	1	NEW	3	NEW+	1	1.12
n/a	n/a	94	switch	scene	1	3	-1	-1	OLD	2	new-	0	1.36
n/a	n/a	95	new	scene	0	0	0	1	NEW	3	NEW+	1	1.83
n/a	n/a	96	new	scene	0	0	0	1	NEW	2	new-	1	2.62
n/a	n/a	97	stay	scene	4	18	-1	-1	OLD	-3	OLD+	1	2.68
n/a	n/a	98	switch	scene	4	8	-1	-1	OLD	2	new-	0	1.07
n/a	n/a	99	new	scene	0	0	0	1	NEW	2	new-	1	2.79
n/a	n/a	100	new	scene	0	0	0	1	NEW	2	new-	1	1.14
n/a	n/a	101	stay	scene	6	15	-1	-1	OLD	-3	OLD+	1	1.44
n/a	n/a	102	stay	scene	6	8	-1	-1	OLD	-2	old-	1	1.38
n/a	n/a	103	new	scene	0	0	0	1	NEW	-2	old-	0	1.97
n/a	n/a	104	stay	scene	6	17	-1	-1	OLD	2	new-	0	1.47
n/a	n/a	105	new	scene	0	0	0	1	NEW	-3	OLD+	0	1.94
n/a	n/a	106	switch	scene	6	10	-1	-1	OLD	-3	OLD+	1	1.22
n/a	n/a	107	new	scene	0	0	0	1	NEW	2	new-	1	2.42
n/a	n/a	108	switch	scene	4	15	-1	-1	OLD	-3	OLD+	1	1.62
n/a	n/a	109	stay	scene	1	18	-1	-1	OLD	-2	old-	1	1.29
n/a	n/a	110	switch	scene	2	8	-1	-1	OLD	-3	OLD+	1	1.38
n/a	n/a	111	new	scene	0	0	0	1	NEW	2	new-	1	1.13
n/a	n/a	112	new	scene	0	0	0	1	NEW	2	new-	1	1.36
n/a	n/a	113	new	scene	0	0	0	1	NEW	-2	old-	0	1.93
n/a	n/a	114	new	scene	0	0	0	1	NEW	2	new-	1	1.27
n/a	n/a	115	new	scene	0	0	0	1	NEW	2	new-	1	1.21
n/a	n/a	116	new	scene	0	0	0	1	NEW	3	NEW+	1	1.06
n/a	n/a	117	new	scene	0	0	0	1	NEW	-2	old-	0	1.71
n/a	n/a	118	stay	scene	4	2	-1	-1	OLD	-3	OLD+	1	1.51
n/a	n/a	119	new	scene	0	0	0	1	NEW	2	new-	1	1.77
n/a	n/a	120	new	scene	0	0	0	1	NEW	3	NEW+	1	1.09
n/a	n/a	121	new	scene	0	0	0	1	NEW	3	NEW+	1	1.29
n/a	n/a	122	switch	scene	5	15	-1	-1	OLD	-3	OLD+	1	1.76
n/a	n/a	123	new	scene	0	0	0	1	NEW	3	NEW+	1	1.64
n/a	n/a	124	stay	scene	3	1	-1	-1	OLD	2	new-	0	1.3
n/a	n/a	125	stay	scene	3	13	-1	-1	OLD	-3	OLD+	1	1.19
n/a	n/a	126	new	scene	0	0	0	1	NEW	-2	old-	0	1.16
n/a	n/a	127	stay	scene	2	2	-1	-1	OLD	-3	OLD+	1	1.11
n/a	n/a	128	switch	scene	4	6	1	-1	OLD	-3	OLD+	1	1.12
n/a	n/a	129	stay	scene	5	12	-1	-1	OLD	-3	OLD+	1	0.88
n/a	n/a	130	stay	scene	5	16	-1	-1	OLD	-3	OLD+	1	0.85
n/a	n/a	131	new	scene	0	0	0	1	NEW	2	new-	1	1.69
n/a	n/a	132	new	scene	0	0	0	1	NEW	3	NEW+	1	1.48
n/a	n/a	133	new	scene	0	0	0	1	NEW	-2	old-	0	1.55
n/a	n/a	134	switch	scene	6	11	1	-1	OLD	-3	OLD+	1	1.07
n/a	n/a	135	new	scene	0	0	0	1	NEW	2	new-	1	1.59
n/a	n/a	136	stay	scene	1	12	-1	-1	OLD	3	NEW+	0	1.06
n/a	n/a	137	new	scene	0	0	0	1	NEW	2	new-	1	4.05
n/a	n/a	138	switch	scene	3	16	-1	-1	OLD	-3	OLD+	1	1.64
n/a	n/a	139	new	scene	0	0	0	1	NEW	2	new-	1	1.32
n/a	n/a	140	new	scene	0	0	0	1	NEW	2	new-	1	1.35
n/a	n/a	141	switch	scene	2	12	1	-1	OLD	-3	OLD+	1	1.15
n/a	n/a	142	new	scene	0	0	0	1	NEW	2	new-	1	1.17
n/a	n/a	143	switch	scene	1	2	1	-1	OLD	2	new-	0	1.34
n/a	n/a	144	new	scene	0	0	0	1	NEW	3	NEW+	1	1.76
