onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	20	3	1	0	stay	scene	top	1	1	1	0.248	5
40	20	3	2	0	stay	scene	bottom	1	1	1	0.005	3
60	28	3	3	0	switch	scene	bottom	1	1	1	0.375	4
88	28	3	4	0	switch	scene	bottom	1	1	1	0.351	5
116	20	3	5	0	stay	scene	top	-1	-1	1	0.344	-1
136	20	3	6	0	stay	scene	bottom	-1	-1	1	0.271	-1
156	28	3	7	0	switch	scene	top	-1	-1	1	0.286	-1
184	28	3	8	0	switch	scene	top	-1	-1	1	0.469	-1
212	20	3	9	0	stay	scene	top	-1	-1	1	0.39	-1
232	20	3	10	0	stay	scene	top	-1	-1	1	0.278	-1
252	20	3	11	0	stay	scene	bottom	-1	-1	1	0.301	-1
272	20	3	12	0	stay	scene	top	1	1	1	0.309	5
292	28	3	13	0	switch	scene	bottom	1	1	1	0.324	6
320	28	3	14	0	switch	scene	top	-1	-1	1	0.291	-1
348	20	3	15	0	stay	scene	top	1	1	1	0.331	6
368	20	3	16	0	stay	scene	bottom	-1	-1	1	0.308	-1
388	20	3	17	0	stay	scene	bottom	1	1	1	0.355	6
408	20	3	18	0	stay	scene	bottom	1	1	1	0.074	3
