onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	20	1	1	0	stay	scene	top	-1	-1	1	0.384	-1
40	20	1	2	0	stay	scene	top	1	1	1	0.296	3
60	28	1	3	0	switch	scene	bottom	1	1	1	0.301	3
88	20	1	4	0	stay	scene	bottom	-1	-1	1	0.391	-1
108	20	1	5	0	stay	scene	bottom	1	1	1	0.783	4
128	20	1	6	0	stay	scene	bottom	-1	-1	1	0.35	-1
148	28	1	7	0	switch	scene	top	-1	-1	1	0.404	-1
176	20	1	8	0	stay	scene	bottom	-1	-1	1	0.533	-1
196	20	1	9	0	stay	scene	bottom	1	1	1	0.261	4
216	20	1	10	0	stay	scene	top	-1	-1	1	0.349	-1
236	28	1	11	0	switch	scene	bottom	1	1	1	0.34	4
264	20	1	12	0	stay	scene	top	1	-1	0	0.292	6
284	20	1	13	0	stay	scene	top	-1	-1	1	0.78	-1
304	20	1	14	0	stay	scene	bottom	1	1	1	0.195	4
324	28	1	15	0	switch	scene	top	-1	-1	1	0.315	-1
352	20	1	16	0	stay	scene	top	1	1	1	0.284	4
372	28	1	17	0	switch	scene	bottom	1	1	1	0.114	3
400	28	1	18	0	switch	scene	top	-1	-1	1	0.33	-1
