onset	duration	block	trial	delay	cond	answer	resp	acc	rt	rsvp
20	16	1	1	0	faces	1	1	1	0.751	6
36	16	1	2	0	scenes	1	0	0	0	6
52	16	1	3	0	scenes	1	1	1	0.366	6
68	16	1	4	0	scenes	-1	-1	1	0.471	-1
84	16	1	5	0	faces	-1	-1	1	0.414	-1
100	16	1	6	0	faces	-1	-1	1	0.399	-1
116	16	1	7	0	faces	1	1	1	0.294	4
132	16	1	8	0	faces	1	1	1	0.134	4
148	16	1	9	0	faces	-1	-1	1	0.518	-1
164	16	1	10	0	faces	1	-1	0	0.445	5
180	16	1	11	0	scenes	-1	-1	1	0.453	-1
196	16	1	12	0	scenes	-1	-1	1	0.461	-1
212	16	1	13	0	scenes	-1	-1	1	0.291	-1
228	16	1	14	0	faces	-1	-1	1	0.452	-1
244	16	1	15	0	scenes	-1	-1	1	0.428	-1
260	16	1	16	0	faces	-1	-1	1	0.403	-1
276	16	1	17	0	scenes	1	1	1	0.627	6
292	16	1	18	0	faces	-1	-1	1	0.458	-1
308	16	1	19	0	scenes	-1	-1	1	0.387	-1
324	16	1	20	0	scenes	1	1	1	0.418	6
