onset	duration	block	trial	delay	cond	answer	resp	acc	rt	rsvp
20	16	2	1	0	scenes	1	1	1	0.424	6
36	16	2	2	0	faces	1	1	1	0.358	3
52	16	2	3	0	faces	-1	-1	1	0.471	-1
68	16	2	4	0	faces	1	1	1	0.35	3
84	16	2	5	0	scenes	1	-1	0	0.647	6
100	16	2	6	0	faces	-1	-1	1	0.39	-1
116	16	2	7	0	scenes	-1	-1	1	0.455	-1
132	16	2	8	0	faces	1	1	1	0.39	4
148	16	2	9	0	scenes	-1	-1	1	0.462	-1
164	16	2	10	0	faces	-1	-1	1	0.421	-1
180	16	2	11	0	faces	-1	-1	1	0.677	-1
196	16	2	12	0	scenes	-1	-1	1	0.396	-1
212	16	2	13	0	faces	-1	-1	1	0.413	-1
228	16	2	14	0	scenes	-1	-1	1	0.412	-1
244	16	2	15	0	scenes	-1	-1	1	0.46	-1
260	16	2	16	0	faces	-1	-1	1	0.419	-1
276	16	2	17	0	scenes	-1	-1	1	0.403	-1
292	16	2	18	0	scenes	-1	-1	1	0.459	-1
308	16	2	19	0	scenes	1	1	1	0.491	3
324	16	2	20	0	faces	-1	-1	1	0.507	-1
