onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	28	2	1	0	switch	scene	bottom	-1	-1	1	0.439	-1
48	20	2	2	0	stay	scene	bottom	1	1	1	0.336	6
68	20	2	3	0	stay	scene	top	1	1	1	0.36	3
88	28	2	4	0	switch	scene	bottom	-1	-1	1	0.44	-1
116	20	2	5	0	stay	scene	bottom	-1	-1	1	0.511	-1
136	20	2	6	0	stay	scene	top	-1	-1	1	0.28	-1
156	20	2	7	0	stay	scene	top	-1	-1	1	0.399	-1
176	20	2	8	0	stay	scene	bottom	1	1	1	0.43	6
196	20	2	9	0	stay	scene	top	1	1	1	0.383	4
216	28	2	10	0	switch	scene	bottom	-1	1	0	0.42	-1
244	28	2	11	0	switch	scene	top	1	1	1	0.358	5
272	28	2	12	0	switch	scene	top	1	1	1	0.365	4
300	20	2	13	0	stay	scene	bottom	1	1	1	0.42	6
320	20	2	14	0	stay	scene	bottom	-1	-1	1	0.67	-1
340	20	2	15	0	stay	scene	top	-1	-1	1	0.555	-1
360	28	2	16	0	switch	scene	top	1	1	1	0.355	4
388	20	2	17	0	stay	scene	top	1	1	1	0.372	6
408	20	2	18	0	stay	scene	bottom	-1	-1	1	0.466	-1
