onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	20	5	1	0	stay	scene	top	-1	-1	1	0.449	-1
40	28	5	2	0	switch	scene	top	-1	-1	1	0.44	-1
68	20	5	3	0	stay	scene	bottom	-1	-1	1	0.456	-1
88	20	5	4	0	stay	scene	top	-1	-1	1	0.391	-1
108	20	5	5	0	stay	scene	bottom	1	1	1	0.775	3
128	28	5	6	0	switch	scene	bottom	1	1	1	0.383	3
156	20	5	7	0	stay	scene	top	-1	-1	1	0.478	-1
176	28	5	8	0	switch	scene	top	-1	-1	1	0.407	-1
204	20	5	9	0	stay	scene	bottom	-1	-1	1	0.39	-1
224	28	5	10	0	switch	scene	bottom	1	1	1	0.373	4
252	20	5	11	0	stay	scene	top	1	1	1	0.431	6
272	28	5	12	0	switch	scene	bottom	1	-1	0	0.421	5
300	20	5	13	0	stay	scene	bottom	1	1	1	0.31	4
320	20	5	14	0	stay	scene	top	1	-1	0	0.692	5
340	20	5	15	0	stay	scene	bottom	-1	-1	1	0.429	-1
360	28	5	16	0	switch	scene	top	-1	-1	1	0.539	-1
388	20	5	17	0	stay	scene	top	1	1	1	0.388	5
408	20	5	18	0	stay	scene	bottom	1	1	1	0.38	3
