onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	20	1	1	0	stay	scene	bottom	-1	1	0	0.402	-1
40	28	1	2	0	switch	scene	top	-1	-1	1	0.554	-1
68	20	1	3	0	stay	scene	bottom	-1	-1	1	0.56	-1
88	20	1	4	0	stay	scene	bottom	1	1	1	0.336	5
108	20	1	5	0	stay	scene	top	1	1	1	0.368	6
128	20	1	6	0	stay	scene	top	-1	-1	1	0.432	-1
148	20	1	7	0	stay	scene	bottom	1	1	1	0.368	5
168	20	1	8	0	stay	scene	top	-1	-1	1	0.424	-1
188	28	1	9	0	switch	scene	bottom	1	-1	0	0.394	6
216	20	1	10	0	stay	scene	top	-1	-1	1	0.519	-1
236	28	1	11	0	switch	scene	top	-1	-1	1	0.446	-1
264	20	1	12	0	stay	scene	top	1	1	1	0.397	6
284	28	1	13	0	switch	scene	bottom	1	1	1	0.597	3
312	28	1	14	0	switch	scene	bottom	1	1	1	0.389	6
340	28	1	15	0	switch	scene	top	-1	-1	1	0.476	-1
368	20	1	16	0	stay	scene	bottom	1	1	1	0.302	4
388	20	1	17	0	stay	scene	top	1	1	1	0.324	4
408	20	1	18	0	stay	scene	bottom	-1	-1	1	0.516	-1
