onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	20	5	1	0	stay	scene	bottom	1	-1	0	0.663	6
40	20	5	2	0	stay	scene	bottom	-1	-1	1	0.343	-1
60	28	5	3	0	switch	scene	bottom	1	-1	0	0.343	3
88	28	5	4	0	switch	scene	bottom	1	1	1	0.343	3
116	20	5	5	0	stay	scene	top	1	1	1	0.414	5
136	20	5	6	0	stay	scene	top	-1	-1	1	0.51	-1
156	28	5	7	0	switch	scene	top	-1	-1	1	0.349	-1
184	20	5	8	0	stay	scene	top	-1	-1	1	0.382	-1
204	20	5	9	0	stay	scene	bottom	1	1	1	0.349	5
224	28	5	10	0	switch	scene	bottom	1	1	1	0.435	4
252	28	5	11	0	switch	scene	top	-1	-1	1	0.404	-1
280	28	5	12	0	switch	scene	top	-1	-1	1	0.379	-1
308	20	5	13	0	stay	scene	top	-1	-1	1	0.381	-1
328	20	5	14	0	stay	scene	bottom	1	1	1	0.132	3
348	20	5	15	0	stay	scene	bottom	-1	-1	1	0.386	-1
368	20	5	16	0	stay	scene	top	1	-1	0	0.539	4
388	20	5	17	0	stay	scene	bottom	-1	-1	1	0.451	-1
408	20	5	18	0	stay	scene	top	1	1	1	0.763	4
