onset	duration	#	type	cat	block	trial	p2ans	p3ans	ansType	resp	conf	acc	rt
n/a	n/a	1	new	scene	0	0	0	1	NEW	3	NEW+	1	3.12
n/a	n/a	2	new	scene	0	0	0	1	NEW	3	NEW+	1	2.45
n/a	n/a	3	new	scene	0	0	0	1	NEW	3	NEW+	1	1.17
n/a	n/a	4	switch	scene	4	16	1	-1	OLD	-3	OLD+	1	1.4
n/a	n/a	5	stay	scene	2	5	-1	-1	OLD	-3	OLD+	1	1.77
n/a	n/a	6	new	scene	0	0	0	1	NEW	-3	OLD+	0	2.09
n/a	n/a	7	new	scene	0	0	0	1	NEW	2	new-	1	4.56
n/a	n/a	8	stay	scene	1	13	-1	-1	OLD	-3	OLD+	1	1.31
n/a	n/a	9	new	scene	0	0	0	1	NEW	3	NEW+	1	2.19
n/a	n/a	10	switch	scene	3	9	1	-1	OLD	-3	OLD+	1	1.48
n/a	n/a	11	switch	scene	2	2	-1	-1	OLD	-3	OLD+	1	1.51
n/a	n/a	12	new	scene	0	0	0	1	NEW	2	new-	1	4.21
n/a	n/a	13	new	scene	0	0	0	1	NEW	3	NEW+	1	1.5
n/a	n/a	14	new	scene	0	0	0	1	NEW	3	NEW+	1	2.68
n/a	n/a	15	switch	scene	2	9	-1	-1	OLD	-3	OLD+	1	1.8
n/a	n/a	16	switch	scene	4	14	1	-1	OLD	-3	OLD+	1	1
n/a	n/a	17	switch	scene	5	2	1	-1	OLD	-3	OLD+	1	1.61
n/a	n/a	18	new	scene	0	0	0	1	NEW	3	NEW+	1	1.43
n/a	n/a	19	new	scene	0	0	0	1	NEW	3	NEW+	1	2.96
n/a	n/a	20	new	scene	0	0	0	1	NEW	3	NEW+	1	1.6
n/a	n/a	21	new	scene	0	0	0	1	NEW	3	NEW+	1	2.27
n/a	n/a	22	new	scene	0	0	0	1	NEW	3	NEW+	1	1.07
n/a	n/a	23	stay	scene	6	4	-1	-1	OLD	3	NEW+	0	1.36
n/a	n/a	24	switch	scene	6	15	1	-1	OLD	-3	OLD+	1	1.83
n/a	n/a	25	new	scene	0	0	0	1	NEW	3	NEW+	1	5.45
n/a	n/a	26	stay	scene	4	8	-1	-1	OLD	-3	OLD+	1	1.4
n/a	n/a	27	switch	scene	5	11	1	-1	OLD	-3	OLD+	1	1.84
n/a	n/a	28	new	scene	0	0	0	1	NEW	3	NEW+	1	2.3
n/a	n/a	29	stay	scene	5	17	-1	-1	OLD	-3	OLD+	1	1.91
n/a	n/a	30	switch	scene	4	15	-1	-1	OLD	-3	OLD+	1	1.15
n/a	n/a	31	new	scene	0	0	0	1	NEW	3	NEW+	1	1.99
n/a	n/a	32	stay	scene	1	11	-1	-1	OLD	-3	OLD+	1	1.78
n/a	n/a	33	switch	scene	2	7	1	-1	OLD	-3	OLD+	1	1.12
n/a	n/a	34	new	scene	0	0	0	1	NEW	3	NEW+	1	4.81
n/a	n/a	35	new	scene	0	0	0	1	NEW	3	NEW+	1	1.72
n/a	n/a	36	stay	scene	3	5	-1	-1	OLD	-3	OLD+	1	1.17
n/a	n/a	37	new	scene	0	0	0	1	NEW	3	NEW+	1	1.48
n/a	n/a	38	stay	scene	3	18	-1	-1	OLD	-3	OLD+	1	1.18
n/a	n/a	39	new	scene	0	0	0	1	NEW	3	NEW+	1	2.21
n/a	n/a	40	stay	scene	5	6	-1	-1	OLD	-3	OLD+	1	2.3
n/a	n/a	41	new	scene	0	0	0	1	NEW	2	new-	1	8.27
n/a	n/a	42	switch	scene	3	15	-1	-1	OLD	-3	OLD+	1	1.22
n/a	n/a	43	new	scene	0	0	0	1	NEW	2	new-	1	4.34
n/a	n/a	44	new	scene	0	0	0	1	NEW	3	NEW+	1	2.92
n/a	n/a	45	stay	scene	2	8	-1	-1	OLD	-3	OLD+	1	1.58
n/a	n/a	46	new	scene	0	0	0	1	NEW	3	NEW+	1	1.6
n/a	n/a	47	new	scene	0	0	0	1	NEW	3	NEW+	1	1.9
n/a	n/a	48	stay	scene	5	14	-1	-1	OLD	-3	OLD+	1	1.49
n/a	n/a	49	stay	scene	2	1	-1	-1	OLD	-3	OLD+	1	1.15
n/a	n/a	50	stay	scene	6	5	-1	-1	OLD	-3	OLD+	1	0.96
n/a	n/a	51	new	scene	0	0	0	1	NEW	-3	OLD+	0	1.51
n/a	n/a	52	switch	scene	5	10	-1	-1	OLD	3	NEW+	0	2.4
n/a	n/a	53	switch	scene	3	13	1	-1	OLD	-3	OLD+	1	1.9
n/a	n/a	54	stay	scene	5	15	-1	-1	OLD	-3	OLD+	1	0.83
n/a	n/a	55	new	scene	0	0	0	1	NEW	3	NEW+	1	1.65
n/a	n/a	56	new	scene	0	0	0	1	NEW	3	NEW+	1	1.78
n/a	n/a	57	stay	scene	6	18	-1	-1	OLD	-3	OLD+	1	0.95
n/a	n/a	58	new	scene	0	0	0	1	NEW	3	NEW+	1	2.04
n/a	n/a	59	new	scene	0	0	0	1	NEW	3	NEW+	1	1.2
n/a	n/a	60	stay	scene	2	13	-1	-1	OLD	-3	OLD+	1	1.13
n/a	n/a	61	new	scene	0	0	0	1	NEW	3	NEW+	1	4.89
n/a	n/a	62	new	scene	0	0	0	1	NEW	3	NEW+	1	1.38
n/a	n/a	63	new	scene	0	0	0	1	NEW	3	NEW+	1	3.69
n/a	n/a	64	new	scene	0	0	0	1	NEW	3	NEW+	1	2.51
n/a	n/a	65	new	scene	0	0	0	1	NEW	3	NEW+	1	1.21
n/a	n/a	66	switch	scene	3	6	1	-1	OLD	-3	OLD+	1	1.12
n/a	n/a	67	stay	scene	1	9	-1	-1	OLD	-3	OLD+	1	2.19
n/a	n/a	68	stay	scene	6	8	-1	-1	OLD	-3	OLD+	1	1.23
n/a	n/a	69	switch	scene	1	17	1	-1	OLD	-3	OLD+	1	1.21
n/a	n/a	70	new	scene	0	0	0	1	NEW	3	NEW+	1	1.43
n/a	n/a	71	new	scene	0	0	0	1	NEW	3	NEW+	1	2.41
n/a	n/a	72	switch	scene	1	10	1	-1	OLD	-3	OLD+	1	1.25
n/a	n/a	73	stay	scene	3	8	-1	-1	OLD	-3	OLD+	1	0.81
n/a	n/a	74	stay	scene	2	17	-1	-1	OLD	-3	OLD+	1	1.43
n/a	n/a	75	stay	scene	1	7	-1	-1	OLD	-3	OLD+	1	1.89
n/a	n/a	76	switch	scene	1	3	-1	-1	OLD	3	NEW+	0	4.05
n/a	n/a	77	switch	scene	2	16	1	-1	OLD	-3	OLD+	1	1.17
n/a	n/a	78	new	scene	0	0	0	1	NEW	2	new-	1	6.21
n/a	n/a	79	switch	scene	6	12	-1	-1	OLD	-3	OLD+	1	1.79
n/a	n/a	80	stay	scene	4	12	-1	-1	OLD	-3	OLD+	1	1.02
n/a	n/a	81	new	scene	0	0	0	1	NEW	3	NEW+	1	1.25
n/a	n/a	82	new	scene	0	0	0	1	NEW	-3	OLD+	0	2.55
n/a	n/a	83	new	scene	0	0	0	1	NEW	2	new-	1	3.54
n/a	n/a	84	stay	scene	1	18	-1	-1	OLD	-3	OLD+	1	1.21
n/a	n/a	85	new	scene	0	0	0	1	NEW	3	NEW+	1	2.23
n/a	n/a	86	new	scene	0	0	0	1	NEW	3	NEW+	1	2.9
n/a	n/a	87	new	scene	0	0	0	1	NEW	3	NEW+	1	1.16
n/a	n/a	88	stay	scene	4	18	-1	-1	OLD	-3	OLD+	1	1.35
n/a	n/a	89	new	scene	0	0	0	1	NEW	3	NEW+	1	5.44
n/a	n/a	90	switch	scene	6	9	1	-1	OLD	-3	OLD+	1	0.91
n/a	n/a	91	new	scene	0	0	0	1	NEW	-3	OLD+	0	1.04
n/a	n/a	92	new	scene	0	0	0	1	NEW	3	NEW+	1	1.19
n/a	n/a	93	new	scene	0	0	0	1	NEW	2	new-	1	3.88
n/a	n/a	94	switch	scene	6	14	1	-1	OLD	-3	OLD+	1	5.02
n/a	n/a	95	switch	scene	2	4	-1	-1	OLD	-3	OLD+	1	1.71
n/a	n/a	96	new	scene	0	0	0	1	NEW	2	new-	1	3.45
n/a	n/a	97	stay	scene	4	5	-1	-1	OLD	-3	OLD+	1	1.44
n/a	n/a	98	stay	scene	6	16	-1	-1	OLD	-3	OLD+	1	0.96
n/a	n/a	99	stay	scene	1	8	-1	-1	OLD	-3	OLD+	1	1.31
n/a	n/a	100	stay	scene	2	10	-1	-1	OLD	-3	OLD+	1	0.98
n/a	n/a	101	stay	scene	4	4	-1	-1	OLD	3	NEW+	0	1.32
n/a	n/a	102	switch	scene	3	11	-1	-1	OLD	-3	OLD+	1	0.78
n/a	n/a	103	stay	scene	3	17	-1	-1	OLD	-3	OLD+	1	1.5
n/a	n/a	104	switch	scene	4	7	-1	-1	OLD	-3	OLD+	1	1.35
n/a	n/a	105	new	scene	0	0	0	1	NEW	3	NEW+	1	1.59
n/a	n/a	106	switch	scene	2	6	1	-1	OLD	-3	OLD+	1	1.76
n/a	n/a	107	new	scene	0	0	0	1	NEW	3	NEW+	1	2.06
n/a	n/a	108	switch	scene	5	16	-1	-1	OLD	-3	OLD+	1	0.82
n/a	n/a	109	new	scene	0	0	0	1	NEW	3	NEW+	1	1.39
n/a	n/a	110	switch	scene	6	1	-1	-1	OLD	-3	OLD+	1	1.06
n/a	n/a	111	new	scene	0	0	0	1	NEW	3	NEW+	1	1.46
n/a	n/a	112	new	scene	0	0	0	1	NEW	3	NEW+	1	2.06
n/a	n/a	113	new	scene	0	0	0	1	NEW	-3	OLD+	0	1.85
n/a	n/a	114	switch	scene	6	2	-1	-1	OLD	-3	OLD+	1	1.09
n/a	n/a	115	switch	scene	4	1	1	-1	OLD	-3	OLD+	1	0.88
n/a	n/a	116	new	scene	0	0	0	1	NEW	3	NEW+	1	1.48
n/a	n/a	117	switch	scene	5	13	1	-1	OLD	-3	OLD+	1	0.93
n/a	n/a	118	new	scene	0	0	0	1	NEW	3	NEW+	1	5.58
n/a	n/a	119	new	scene	0	0	0	1	NEW	2	new-	1	3.29
n/a	n/a	120	stay	scene	5	12	-1	-1	OLD	-3	OLD+	1	2.31
n/a	n/a	121	stay	scene	3	4	-1	-1	OLD	-3	OLD+	1	2.84
n/a	n/a	122	new	scene	0	0	0	1	NEW	3	NEW+	1	2.23
n/a	n/a	123	new	scene	0	0	0	1	NEW	2	new-	1	2.84
n/a	n/a	124	new	scene	0	0	0	1	NEW	-3	OLD+	0	0.91
n/a	n/a	125	stay	scene	5	3	-1	-1	OLD	-3	OLD+	1	1.98
n/a	n/a	126	new	scene	0	0	0	1	NEW	3	NEW+	1	1.87
n/a	n/a	127	switch	scene	5	9	-1	-1	OLD	-3	OLD+	1	1.79
n/a	n/a	128	new	scene	0	0	0	1	NEW	-3	OLD+	0	1.19
n/a	n/a	129	new	scene	0	0	0	1	NEW	-2	old-	0	3.97
n/a	n/a	130	switch	scene	3	3	-1	-1	OLD	-3	OLD+	1	1.23
n/a	n/a	131	stay	scene	6	13	-1	-1	OLD	-3	OLD+	1	1.51
n/a	n/a	132	new	scene	0	0	0	1	NEW	3	NEW+	1	3.61
n/a	n/a	133	new	scene	0	0	0	1	NEW	3	NEW+	1	1.52
n/a	n/a	134	switch	scene	1	2	-1	-1	OLD	-3	OLD+	1	0.98
n/a	n/a	135	new	scene	0	0	0	1	NEW	-2	old-	0	3.55
n/a	n/a	136	new	scene	0	0	0	1	NEW	3	NEW+	1	1.28
n/a	n/a	137	stay	scene	3	10	-1	-1	OLD	-3	OLD+	1	1.44
n/a	n/a	138	stay	scene	4	6	-1	-1	OLD	-3	OLD+	1	2.05
n/a	n/a	139	new	scene	0	0	0	1	NEW	-3	OLD+	0	0.74
n/a	n/a	140	switch	scene	4	2	-1	-1	OLD	-3	OLD+	1	0.89
n/a	n/a	141	new	scene	0	0	0	1	NEW	3	NEW+	1	2.34
n/a	n/a	142	switch	scene	1	4	-1	-1	OLD	-3	OLD+	1	1.34
n/a	n/a	143	new	scene	0	0	0	1	NEW	-3	OLD+	0	1.12
n/a	n/a	144	switch	scene	1	5	1	-1	OLD	-3	OLD+	1	0.84
