filename	acq_time
func/sub-03_task-phase1_run-01_bold.nii.gz	09:29:1.577500
func/sub-03_task-phase1_run-02_bold.nii.gz	09:35:40.812500
func/sub-03_task-phase1_run-03_bold.nii.gz	09:41:48.370000
func/sub-03_task-phase1_run-04_bold.nii.gz	09:48:1.127500
func/sub-03_task-phase2_run-01_bold.nii.gz	09:55:48.110000
func/sub-03_task-phase2_run-02_bold.nii.gz	10:03:21.885000
func/sub-03_task-phase2_run-03_bold.nii.gz	10:10:59.192500
func/sub-03_task-phase2_run-04_bold.nii.gz	10:18:32.745000
func/sub-03_task-phase2_run-05_bold.nii.gz	10:26:49.272500
func/sub-03_task-phase2_run-06_bold.nii.gz	10:34:58.237500
anat/sub-03_T1w.nii.gz	10:45:3.115000
